type_ind,quotedate_ind,type,quotedate_jul,breaks,rates,quotedate_ymd
pwcf,19301129,pwcf,[11290.],"[11290. 11290. 11290. 11290. 11290. 11341. 11381. 11473. 11656. 12021.
 12751. 14211. 17131. 20051. 30051.]","[0.0191107 0.0191107 0.0191107 0.0191107 0.0191107 0.0191107 0.0191107
 0.0191107 0.0191107 0.0191107 0.0326142 0.0326142 0.0326142 0.0326142
 0.0260343]",19301129
pwcf,19301231,pwcf,[11322.],"[11322. 11322. 11322. 11322. 11322. 11371. 11411. 11503. 11687. 12052.
 12782. 14242. 17162. 20082. 30082.]","[0.0097108 0.0097108 0.0097108 0.0097108 0.0097108 0.0097108 0.0162246
 0.0162246 0.024725  0.024725  0.0320637 0.0320637 0.0320637 0.0320637
 0.0268198]",19301231
pwcf,19310131,pwcf,[11353.],"[11353. 11353. 11353. 11353. 11353. 11402. 11442. 11534. 11718. 12083.
 12813. 14273. 17193. 20113. 30113.]","[0.0091127 0.0091127 0.0091127 0.0091127 0.0091127 0.0091127 0.0091127
 0.0091127 0.0357663 0.0357663 0.0307846 0.0307846 0.0307846 0.0293496
 0.0293496]",19310131
pwcf,19310228,pwcf,[11381.],"[11381. 11381. 11381. 11381. 11381. 11433. 11473. 11565. 11747. 12112.
 12842. 14302. 17222. 20142. 30142.]","[0.0121676 0.0121676 0.0121676 0.0121676 0.0121676 0.0121676 0.0121676
 0.0099861 0.0308612 0.0308612 0.031392  0.031392  0.031392  0.0294811
 0.0294811]",19310228
pwcf,19310331,pwcf,[11412.],"[11446. 11446. 11446. 11446. 11446. 11463. 11503. 11595. 11778. 12143.
 12873. 14333. 17253. 20173. 30173.]","[0.0088944 0.0088728 0.0088728 0.0088728 0.0088728 0.0088728 0.0213072
 0.0159419 0.0237442 0.0237442 0.0321959 0.0321959 0.0321959 0.0296012
 0.0296012]",19310331
pwcf,19310430,pwcf,[11442.],"[11460. 11460. 11460. 11460. 11460. 11494. 11534. 11626. 11808. 12173.
 12903. 14363. 17283. 20203. 30203.]","[0.0083842 0.0126971 0.0126971 0.0126971 0.0126971 0.0126971 0.003032
 0.0232477 0.0197686 0.0197686 0.0327585 0.0327585 0.0327585 0.0290118
 0.0290118]",19310430
pwcf,19310529,pwcf,[11471.],"[11504. 11504. 11504. 11504. 11504. 11524. 11564. 11656. 11839. 12204.
 12934. 14394. 17314. 20234. 30234.]","[0.0055854 0.0130499 0.0130499 0.0130499 0.0130499 0.0130499 0.0054327
 0.0088061 0.0123486 0.0123486 0.0342197 0.0342197 0.0342197 0.0276288
 0.0276288]",19310529
pwcf,19310630,pwcf,[11503.],"[11520. 11530. 11537. 11537. 11537. 11555. 11595. 11687. 11869. 12234.
 12964. 14424. 17344. 20264. 30264.]","[0.0063471 0.0063505 0.0063506 0.0063094 0.0063094 0.0063094 0.0054755
 0.0080948 0.0080948 0.0325602 0.0325602 0.0325602 0.0325602 0.0270429
 0.0270429]",19310630
pwcf,19310731,pwcf,[11534.],"[11544. 11551. 11565. 11565. 11565. 11586. 11626. 11718. 11900. 12265.
 12995. 14455. 17375. 20295. 30295.]","[0.0045669 0.0045687 0.0045696 0.0089979 0.0089979 0.0089979 0.0016465
 0.006559  0.006559  0.0313403 0.0313403 0.0313403 0.0313403 0.0285714
 0.0285714]",19310731
pwcf,19310831,pwcf,[11565.],"[11595. 11595. 11595. 11595. 11595. 11615. 11655. 11747. 11931. 12296.
 13026. 14486. 17406. 20326. 30326.]","[0.0050775 0.004699  0.004699  0.004699  0.004699  0.004699  0.0058125
 0.0058712 0.0058712 0.0313716 0.0313716 0.0313716 0.0313716 0.0285498
 0.0285498]",19310831
pwcf,19310930,pwcf,[11595.],"[11610. 11621. 11628. 11635. 11635. 11646. 11686. 11778. 11961. 12326.
 13056. 14516. 17436. 20356. 30356.]","[0.0089942 0.0089966 0.0090015 0.0090031 0.0086555 0.0086555 0.0131583
 0.0148572 0.0148572 0.0296178 0.0296178 0.0296178 0.0296178 0.0303339
 0.0303339]",19310930
pwcf,19311031,pwcf,[11626.],"[11626. 11626. 11626. 11626. 11626. 11676. 11716. 11808. 11992. 12357.
 13087. 14547. 17467. 20387. 30387.]","[0.016977  0.016977  0.016977  0.016977  0.016977  0.016977  0.0181356
 0.0181356 0.0181356 0.0370871 0.0370871 0.0370871 0.0370871 0.0222943
 0.0222943]",19311031
pwcf,19311130,pwcf,[11656.],"[11686. 11686. 11686. 11686. 11686. 11707. 11747. 11839. 12022. 12387.
 13117. 14577. 17497. 20417. 30417.]","[0.0152759 0.0105087 0.0105087 0.0105087 0.0105087 0.0105087 0.0255541
 0.02717   0.02717   0.0358803 0.0358803 0.0358803 0.0358803 0.0225382
 0.0225382]",19311130
pwcf,19311231,pwcf,[11687.],"[11700. 11712. 11712. 11712. 11712. 11737. 11777. 11869. 12053. 12418.
 13148. 14608. 17528. 20448. 30448.]","[0.0165478 0.016561  0.0291788 0.0291788 0.0291788 0.0291788 0.0291788
 0.0291788 0.0483797 0.0367292 0.0367292 0.0367292 0.0367292 0.0229606
 0.0229606]",19311231
pwcf,19320130,pwcf,[11717.],"[11726. 11733. 11742. 11749. 11749. 11768. 11808. 11900. 12084. 12449.
 13179. 14639. 17559. 20479. 30479.]","[ 0.0152686  0.0152747  0.0152819  0.0211379 -0.0022266 -0.0022266
  0.0351248  0.0351248  0.0410283  0.0403161  0.0403161  0.0403161
  0.0403161  0.0212149  0.0212149]",19320130
pwcf,19320229,pwcf,[11747.],"[11777. 11777. 11777. 11777. 11777. 11799. 11839. 11931. 12112. 12477.
 13207. 14667. 17587. 20507. 30507.]","[0.013998  0.0192959 0.0192959 0.0192959 0.0192959 0.0192959 0.0149901
 0.0414146 0.0412003 0.0366478 0.0366478 0.0366478 0.0366478 0.0281601
 0.0281601]",19320229
pwcf,19320331,pwcf,[11778.],"[11791. 11805. 11805. 11805. 11805. 11829. 11869. 11961. 12143. 12508.
 13238. 14698. 17618. 20538. 30538.]","[0.0101683 0.0101698 0.0137812 0.0137812 0.0137812 0.0137812 0.0181785
 0.0290905 0.0378871 0.0350274 0.0350274 0.0350274 0.0350274 0.0277025
 0.0277025]",19320331
pwcf,19320430,pwcf,[11808.],"[11819. 11826. 11833. 11840. 11840. 11860. 11900. 11992. 12173. 12538.
 13268. 14728. 17648. 20568. 30568.]","[0.00457   0.0045649 0.0045695 0.0068968 0.0013062 0.0013062 0.0081896
 0.008545  0.0222416 0.032512  0.032512  0.032512  0.032512  0.029678
 0.029678 ]",19320430
pwcf,19320531,pwcf,[11839.],"[11868. 11868. 11868. 11868. 11868. 11890. 11930. 12022. 12204. 12569.
 13299. 14759. 17679. 20599. 30599.]","[ 0.0027909  0.0021689  0.0021689  0.0021689  0.0021689  0.0021689
  0.0043999 -0.0014797  0.0259216  0.0259216  0.0339955  0.0339955
  0.0339955  0.0307593  0.0307593]",19320531
pwcf,19320630,pwcf,[11869.],"[11882. 11889. 11896. 11896. 11896. 11921. 11961. 12053. 12234. 12599.
 13329. 14789. 17709. 20629. 30629.]","[0.0030443 0.0030419 0.0030462 0.0034952 0.0034952 0.0034952 0.0025809
 0.0052772 0.0180659 0.0335358 0.0335358 0.033642  0.033642  0.0298178
 0.0298178]",19320630
pwcf,19320730,pwcf,[11899.],"[11910. 11917. 11924. 11931. 11931. 11952. 11992. 12084. 12265. 12630.
 13360. 14820. 17740. 20660. 30660.]","[ 0.0030429  0.0030499  0.0030423  0.0030422 -0.0009448 -0.0009448
  0.0046277  0.0046277  0.0153841  0.034569   0.034569   0.0328209
  0.0328209  0.029173   0.029173 ]",19320730
pwcf,19320831,pwcf,[11931.],"[11959. 11959. 11959. 11959. 11959. 11980. 12020. 12112. 12296. 12661.
 13391. 14851. 17771. 20691. 30691.]","[0.0032981 0.0022855 0.0022855 0.0022855 0.0022855 0.0022855 0.0034895
 0.0018556 0.0174319 0.029769  0.0412627 0.0304078 0.0304078 0.0292729
 0.0292729]",19320831
pwcf,19320930,pwcf,[11961.],"[11972. 11980. 11987. 12001. 12001. 12011. 12051. 12143. 12326. 12691.
 13421. 14881. 17801. 20721. 30721.]","[ 0.002029   0.0020306  0.0020257  0.0020303  0.0036132  0.0036132
 -0.0087967  0.0059684  0.0106502  0.026733   0.0396336  0.0396336
  0.0235706  0.030378   0.030378 ]",19320930
pwcf,19321031,pwcf,[11992.],"[12001. 12008. 12015. 12022. 12022. 12041. 12081. 12173. 12357. 12722.
 13452. 14912. 17832. 20752. 30752.]","[ 0.0017768  0.0017711  0.0017793  0.0017713 -0.0469613 -0.0469613
  0.0220933 -0.0013886  0.0090884  0.02082    0.041968   0.0360675
  0.0265489  0.0301352  0.0301352]",19321031
pwcf,19321130,pwcf,[12022.],"[12050. 12050. 12050. 12050. 12050. 12072. 12112. 12204. 12387. 12752.
 13482. 14942. 17862. 20782. 30782.]","[ 0.0012675 -0.0008485 -0.0008485 -0.0008485 -0.0008485 -0.0008485
 -0.0005981  0.0003164  0.0058806  0.0219374  0.0428441  0.0353511
  0.0261323  0.0310368  0.0310368]",19321130
pwcf,19321231,pwcf,[12053.],"[12064. 12071. 12078. 12092. 12092. 12102. 12142. 12234. 12418. 12783.
 13513. 14973. 17893. 20813. 30813.]","[ 0.0012663  0.0012694  0.0012694  0.0012676  0.0016452  0.0016452
 -0.0019038  0.0023148  0.0032833  0.0196978  0.0390571  0.0368383
  0.0260492  0.0310876  0.0310876]",19321231
pwcf,19330131,pwcf,[12084.],"[12092. 12099. 12107. 12113. 12113. 12133. 12173. 12265. 12449. 12814.
 13544. 15004. 17924. 20844. 30844.]","[ 0.0012674  0.0012693  0.0012643  0.0012719 -0.0321086 -0.0321086
  0.0209269  0.0001155  0.001074   0.0217313  0.0349494  0.0688628
 -0.0005611  0.0380878  0.0380878]",19330131
pwcf,19330228,pwcf,[12112.],"[12141. 12141. 12141. 12141. 12141. 12164. 12204. 12296. 12477. 12842.
 13572. 15032. 17952. 20872. 30872.]","[0.0058395 0.0060385 0.0060385 0.0060385 0.0060385 0.0060385 0.0065316
 0.0065316 0.0152967 0.0448113 0.0369088 0.0312956 0.0214679 0.0324001
 0.0324001]",19330228
pwcf,19330331,pwcf,[12143.],"[12155. 12162. 12169. 12183. 12183. 12194. 12234. 12326. 12508. 12873.
 13603. 15063. 17983. 20903. 30903.]","[0.008128  0.0102061 0.0088956 0.0125436 0.0088847 0.0088847 0.0079322
 0.012769  0.0198328 0.0360929 0.0358842 0.0294848 0.0249818 0.031517
 0.031517 ]",19330331
pwcf,19330429,pwcf,[12172.],"[12183. 12190. 12197. 12204. 12211. 12225. 12265. 12357. 12538. 12903.
 13633. 15093. 18013. 20933. 30933.]","[0.0044431 0.0044373 0.0044419 0.004442  0.0044424 0.0018227 0.0062526
 0.0021847 0.0152802 0.0303039 0.0415658 0.0267017 0.0276753 0.030796
 0.030796 ]",19330429
pwcf,19330531,pwcf,[12204.],"[12211. 12225. 12232. 12239. 12239. 12255. 12295. 12387. 12569. 12934.
 13664. 15124. 18044. 20964. 30964.]","[ 0.002285   0.0022809  0.0022853  0.0048244  0.0077216  0.0077216
 -0.0015409 -0.0015409  0.0175692  0.0175692  0.0417747  0.020788
  0.0352691  0.0285595  0.0285595]",19330531
pwcf,19330630,pwcf,[12234.],"[12246. 12253. 12260. 12267. 12274. 12286. 12326. 12418. 12599. 12964.
 13694. 15154. 18074. 20994. 30994.]","[ 0.0022825  0.0022851  0.002281   0.0022853  0.0022812 -0.0086176
  0.0047454  0.0024858  0.0017966  0.024797   0.0385964  0.0287495
  0.0275786  0.0308829  0.0308829]",19330630
pwcf,19330731,pwcf,[12265.],"[12274. 12281. 12288. 12295. 12302. 12317. 12357. 12449. 12630. 12995.
 13725. 15185. 18105. 21025. 31025.]","[ 0.00279    0.0027906  0.0027912  0.0027911  0.0027873 -0.0041411
  0.0075202  0.0007149  0.0101289  0.0241306  0.0381746  0.0285258
  0.0273461  0.0349395  0.0349395]",19330731
pwcf,19330831,pwcf,[12296.],"[12302. 12316. 12323. 12330. 12330. 12345. 12385. 12477. 12661. 13026.
 13756. 15216. 18136. 21056. 31056.]","[ 0.0017738  0.0017751  0.0017793  0.0017713  0.0045257  0.0045257
 -0.0029068 -0.0014241  0.0045908  0.0230639  0.0357655  0.0336677
  0.0248267  0.031063   0.031063 ]",19330831
pwcf,19330930,pwcf,[12326.],"[12337. 12344. 12351. 12358. 12365. 12376. 12416. 12508. 12691. 13056.
 13786. 15246. 18166. 21086. 31086.]","[ 0.0012663  0.0012694  0.0012694  0.0012655  0.0012697 -0.0014241
  0.0007373  0.0007373  0.0036725  0.0211356  0.038247   0.0299538
  0.0264128  0.0305692  0.0305692]",19330930
pwcf,19331031,pwcf,[12357.],"[12365. 12372. 12379. 12386. 12393. 12406. 12446. 12538. 12722. 13087.
 13817. 15277. 18197. 21117. 31117.]","[ 0.0022812  0.0022851  0.0022812  0.002285   0.0022812 -0.0040489
  0.0049887  0.0043966 -0.0001789  0.0277692  0.0388394  0.0274787
  0.0267569  0.0304838  0.0304838]",19331031
pwcf,19331129,pwcf,[12386.],"[12393. 12407. 12414. 12421. 12421. 12437. 12477. 12569. 12752. 13117.
 13847. 15307. 18227. 21147. 31147.]","[ 0.0022808  0.0026634  0.0025404  0.002536   0.0041688  0.0041688
  0.004085   0.0096214  0.0007791  0.0448217  0.0438061 -0.0039566
  0.070307   0.0069124  0.0069124]",19331129
pwcf,19331230,pwcf,[12417.],"[12428. 12435. 12442. 12449. 12456. 12467. 12507. 12599. 12783. 13148.
 13878. 15338. 18258. 21178. 31178.]","[0.0038063 0.0038033 0.0038117 0.0084543 0.0048255 0.0077171 0.003828
 0.0068628 0.0301086 0.0343044 0.0411266 0.0291634 0.0266711 0.0297141
 0.0297141]",19331230
pwcf,19340131,pwcf,[12449.],"[12456. 12463. 12470. 12477. 12484. 12498. 12538. 12630. 12814. 13179.
 13909. 15369. 18289. 21209. 31209.]","[0.0022808 0.0022851 0.0045688 0.0030423 0.0030464 0.0059363 0.0056915
 0.0126002 0.0263581 0.0334978 0.033427  0.0302447 0.0301033 0.0279892
 0.0279892]",19340131
pwcf,19340228,pwcf,[12477.],"[12484. 12498. 12505. 12512. 12512. 12529. 12569. 12661. 12842. 13207.
 13937. 15397. 18317. 21237. 31237.]","[0.0022808 0.002283  0.0022853 0.0022812 0.0025531 0.0025531 0.0019148
 0.0073354 0.0106284 0.032634  0.0368479 0.0368479 0.023091  0.0303896
 0.0303896]",19340228
pwcf,19340331,pwcf,[12508.],"[12519. 12526. 12533. 12540. 12547. 12559. 12599. 12691. 12873. 13238.
 13968. 15428. 18348. 21268. 31268.]","[ 7.59700e-04  7.63800e-04  7.60200e-04  7.59900e-04  7.60200e-04
 -5.11000e-05 -2.09810e-03  2.12730e-03  3.62250e-03  2.30873e-02
  3.55726e-02  3.55726e-02  2.41315e-02  3.00808e-02  3.00808e-02]",19340331
pwcf,19340430,pwcf,[12538.],"[12547. 12554. 12561. 12561. 12561. 12590. 12630. 12722. 12903. 13268.
 13998. 15458. 18378. 21298. 31298.]","[ 0.0007614  0.0007599  0.0007602  0.0007802  0.0007802  0.0007802
  0.0006485  0.0010862 -0.001057   0.0217647  0.032212   0.032212
  0.0307072  0.0281641  0.0281641]",19340430
pwcf,19340531,pwcf,[12569.],"[12589. 12596. 12602. 12602. 12602. 12620. 12660. 12752. 12934. 13299.
 14029. 15489. 18409. 21329. 31329.]","[ 0.0007604  0.0007602  0.0007612 -0.0162929 -0.0162929 -0.0162929
  0.0055813  0.0005817 -0.0017959  0.0172835  0.0305177  0.0305177
  0.0288693  0.0306388  0.0306388]",19340531
pwcf,19340630,pwcf,[12599.],"[12610. 12617. 12624. 12631. 12638. 12651. 12691. 12783. 12964. 13329.
 14059. 15519. 18439. 21359. 31359.]","[ 0.0007597  0.0007638  0.0007602  0.0007599  0.0007602 -0.0019718
  0.0008352 -0.0008078 -0.0007745  0.0135469  0.02796    0.02796
  0.0343424  0.0257193  0.0257193]",19340630
pwcf,19340731,pwcf,[12630.],"[12638. 12645. 12652. 12659. 12666. 12682. 12722. 12814. 12995. 13360.
 14090. 15550. 18470. 21390. 31390.]","[ 0.0007589  0.0007641  0.0007602  0.0007599  0.0007599 -0.0472867
  0.0259997 -0.0048806  0.0006116  0.0127634  0.0275627  0.0275627
  0.0352602  0.0228066  0.0228066]",19340731
pwcf,19340831,pwcf,[12661.],"[12687. 12694. 12701. 12701. 12701. 12710. 12750. 12842. 13026. 13391.
 14121. 15581. 18501. 21421. 31421.]","[ 0.0007606  0.0007599  0.0007602  0.002436   0.002436   0.002436
 -0.0004724  0.0015202  0.0025348  0.014403   0.0320657  0.0320657
  0.0260871  0.0266617  0.0266617]",19340831
pwcf,19340929,pwcf,[12690.],"[12701. 12708. 12715. 12722. 12729. 12741. 12781. 12873. 13056. 13421.
 14151. 15611. 18531. 21451. 31451.]","[ 0.001013   0.0010147  0.0010145  0.0010148  0.0024285 -0.0042091
  0.0025577  0.0011391  0.0047679  0.0289477  0.0318455  0.0318455
  0.0211236  0.0291223  0.0291223]",19340929
pwcf,19341031,pwcf,[12722.],"[12729. 12736. 12743. 12743. 12743. 12771. 12811. 12903. 13087. 13452.
 14182. 15642. 18562. 21482. 31482.]","[ 0.0010147  0.0010147  0.0010147 -0.0086372 -0.0086372 -0.0086372
  0.0100956 -0.0037844  0.0047378  0.0231514  0.0287786  0.0287786
  0.0289745  0.0244306  0.0244306]",19341031
pwcf,19341130,pwcf,[12752.],"[12771. 12778. 12785. 12792. 12792. 12802. 12842. 12934. 13117. 13482.
 14212. 15672. 18592. 21512. 31512.]","[ 0.0010145  0.0010148  0.0022094  0.0012655  0.0068922  0.0068922
 -0.0043917  0.0014302  0.0011333  0.0239156  0.0293344  0.0293344
  0.0167684  0.0357997  0.0357997]",19341130
pwcf,19341231,pwcf,[12783.],"[12792. 12799. 12806. 12813. 12820. 12832. 12872. 12964. 13148. 13513.
 14243. 15703. 18623. 21543. 31543.]","[ 0.0007614  0.0007599  0.0007602  0.0007599  0.0007599 -0.0077935
  0.0043121 -0.0068668  0.0030554  0.0173031  0.028294   0.028294
  0.0215397  0.032566   0.032566 ]",19341231
pwcf,19350131,pwcf,[12814.],"[12814. 12814. 12814. 12814. 12814. 12863. 12903. 12995. 13179. 13544.
 14274. 15734. 18654. 21574. 31574.]","[-0.0179214 -0.0179214 -0.0179214 -0.0179214 -0.0179214 -0.0179214
 -0.0179214 -0.0179214  0.0185537  0.0126002  0.0276941  0.0276941
  0.0241815  0.0293658  0.0293658]",19350131
pwcf,19350228,pwcf,[12842.],"[12842. 12842. 12842. 12842. 12842. 12894. 12934. 13026. 13208. 13573.
 14303. 15763. 18683. 21603. 31603.]","[-0.0060984 -0.0060984 -0.0060984 -0.0060984 -0.0060984 -0.0060984
 -0.0060984 -0.0060984 -0.0060984  0.017253   0.0225234  0.0225234
  0.035375   0.0223641  0.0223641]",19350228
pwcf,19350330,pwcf,[12872.],"[12872. 12872. 12872. 12872. 12872. 12924. 12964. 13056. 13239. 13604.
 14334. 15794. 18714. 21634. 31634.]","[-0.0308568 -0.0308568 -0.0308568 -0.0308568 -0.0308568 -0.0308568
 -0.0308568  0.0092108  0.0092108  0.0089182  0.0218685  0.019472
  0.0413866  0.0133258  0.0133258]",19350330
pwcf,19350430,pwcf,[12903.],"[12903. 12903. 12903. 12903. 12903. 12955. 12995. 13087. 13269. 13634.
 14364. 15824. 18744. 21664. 31664.]","[-0.0232476 -0.0232476 -0.0232476 -0.0232476 -0.0232476 -0.0232476
 -0.0232476 -0.0232476  0.0244661  0.0068396  0.0204725  0.0228093
  0.0383399  0.0148476  0.0148476]",19350430
pwcf,19350531,pwcf,[12934.],"[12934. 12934. 12934. 12934. 12934. 12985. 13025. 13117. 13300. 13665.
 14395. 15855. 18775. 21695. 31695.]","[-0.0281389 -0.0281389 -0.0281389 -0.0281389 -0.0281389 -0.0281389
 -0.0281389  0.009224   0.009224   0.0069587  0.022184   0.0174229
  0.0261519  0.0284145  0.0284145]",19350531
pwcf,19350629,pwcf,[12963.],"[12963. 12963. 12963. 12963. 12963. 13016. 13056. 13148. 13330. 13695.
 14425. 15885. 18805. 21725. 31725.]","[-0.0113021 -0.0113021 -0.0113021 -0.0113021 -0.0113021 -0.0113021
 -0.0113021 -0.0113021  0.0096307  0.0040127  0.0222921  0.0186521
  0.021968   0.0327015  0.0327015]",19350629
pwcf,19350731,pwcf,[12995.],"[12995. 12995. 12995. 12995. 12995. 13047. 13087. 13179. 13361. 13726.
 14456. 15916. 18836. 21756. 31756.]","[-0.0109796 -0.0109796 -0.0109796 -0.0109796 -0.0109796 -0.0109796
 -0.0109796 -0.0109796  0.0124005  0.0017848  0.0222173  0.017916
  0.0231354  0.0312578  0.0312578]",19350731
pwcf,19350831,pwcf,[13026.],"[13026. 13026. 13026. 13026. 13026. 13076. 13116. 13208. 13392. 13757.
 14487. 15947. 18867. 21787. 31787.]","[-0.0066732 -0.0066732 -0.0066732 -0.0066732 -0.0066732 -0.0066732
 -0.0066732 -0.0066732  0.0076115  0.0083009  0.023616   0.0196258
  0.0306333  0.0230354  0.0230354]",19350831
pwcf,19350930,pwcf,[13056.],"[13056. 13056. 13056. 13056. 13056. 13107. 13147. 13239. 13422. 13787.
 14517. 15977. 18897. 21817. 31817.]","[-0.0097036 -0.0097036 -0.0097036 -0.0097036 -0.0097036 -0.0097036
 -0.0097036  0.0049596  0.0049596  0.009366   0.0255454  0.0150467
  0.0353897  0.0198482  0.0198482]",19350930
pwcf,19351030,pwcf,[13086.],"[13086. 13086. 13086. 13086. 13086. 13137. 13177. 13269. 13453. 13818.
 14548. 16008. 18928. 21848. 31848.]","[-0.0046627 -0.0046627 -0.0046627 -0.0046627 -0.0046627 -0.0046627
 -0.0046627 -0.0046627  0.0063428  0.0073174  0.0238901  0.0131697
  0.0325396  0.0201571  0.0201571]",19351030
pwcf,19351130,pwcf,[13117.],"[13117. 13117. 13117. 13117. 13117. 13168. 13208. 13300. 13483. 13848.
 14578. 16038. 18958. 21878. 31878.]","[-0.0032325 -0.0032325 -0.0032325 -0.0032325 -0.0032325 -0.0032325
 -0.0032325 -0.0032325  0.0028698  0.0070139  0.0244582  0.0140637
  0.0312153  0.0185823  0.0185823]",19351130
pwcf,19351231,pwcf,[13148.],"[13148. 13148. 13148. 13148. 13148. 13198. 13238. 13330. 13514. 13879.
 14609. 16069. 18989. 21909. 31909.]","[-0.0067608 -0.0067608 -0.0067608 -0.0067608 -0.0067608 -0.0067608
 -0.0067608 -0.0067608  0.0074604  0.0041862  0.023819   0.0157632
  0.0255104  0.0258148  0.0258148]",19351231
pwcf,19360131,pwcf,[13179.],"[13179. 13179. 13179. 13179. 13179. 13229. 13269. 13361. 13545. 13910.
 14640. 16100. 19020. 21940. 31940.]","[-0.006704  -0.006704  -0.006704  -0.006704  -0.006704  -0.006704
 -0.006704  -0.006704   0.0056725  0.0068425  0.0226828  0.0160845
  0.0226884  0.0279402  0.0279402]",19360131
pwcf,19360229,pwcf,[13208.],"[13208. 13208. 13208. 13208. 13208. 13260. 13300. 13392. 13573. 13938.
 14668. 16128. 19048. 21968. 31968.]","[-0.0364988 -0.0364988 -0.0364988 -0.0364988 -0.0364988 -0.0364988
  0.0070646  0.0070646  0.0014615  0.0056686  0.022147   0.0169267
  0.022832   0.0278913  0.0278913]",19360229
pwcf,19360331,pwcf,[13239.],"[13239. 13239. 13239. 13239. 13239. 13290. 13330. 13422. 13604. 13969.
 14699. 16159. 19079. 21999. 31999.]","[-0.0248424 -0.0248424 -0.0248424 -0.0248424 -0.0248424 -0.0248424
 -0.0248424  0.0097353  0.0027977  0.0075906  0.0208573  0.0153051
  0.0261792  0.0237493  0.0237493]",19360331
pwcf,19360430,pwcf,[13269.],"[13269. 13269. 13269. 13269. 13269. 13321. 13361. 13453. 13634. 13999.
 14729. 16189. 19109. 22029. 32029.]","[-0.045179  -0.045179  -0.045179  -0.045179  -0.045179  -0.045179
  0.0085091  0.0085091  0.0009345  0.0079948  0.0208875  0.0156941
  0.0279219  0.0219298  0.0219298]",19360430
