type_ind,quotedate_ind,type,quotedate_jul,breaks,rates,quotedate_ymd
pwcf,19911031,pwcf,[33541.],"[33548. 33555. 33562. 33570. 33576. 33591. 33631. 33723. 33907. 34272.
 35002. 36462. 39382. 42302. 52302.]","[0.0323069 0.0578683 0.0538563 0.0465607 0.0525692 0.0482273 0.0513584
 0.0503044 0.0530503 0.0619525 0.0743443 0.0850961 0.0913513 0.0809774
 0.0735035]",19911031
pwcf,19911129,pwcf,[33570.],"[33576. 33583. 33590. 33597. 33604. 33622. 33662. 33754. 33937. 34302.
 35032. 36492. 39412. 42332. 52332.]","[0.0419153 0.0417543 0.0406912 0.035098  0.0459196 0.0481771 0.0467714
 0.0462428 0.0500113 0.059238  0.0736577 0.0859534 0.0924292 0.0850525
 0.0753704]",19911129
pwcf,19911231,pwcf,[33602.],"[33611. 33618. 33625. 33632. 33639. 33652. 33692. 33784. 33968. 34333.
 35063. 36523. 39443. 42363. 52363.]","[0.0355087 0.042636  0.0383307 0.0341576 0.0491267 0.0391164 0.0391389
 0.0396453 0.0442327 0.0525515 0.0688483 0.0781357 0.0884346 0.0814014
 0.0696491]",19911231
pwcf,19920131,pwcf,[33633.],"[33639. 33646. 33653. 33660. 33667. 33683. 33723. 33815. 33999. 34364.
 35094. 36554. 39474. 42394. 52394.]","[0.0368463 0.0357188 0.0407127 0.027495  0.0472868 0.0387159 0.041362
 0.04069   0.0468797 0.0587325 0.0751414 0.0855497 0.0907738 0.0796918
 0.0705793]",19920131
pwcf,19920228,pwcf,[33661.],"[33667. 33674. 33681. 33688. 33695. 33714. 33754. 33846. 34027. 34392.
 35122. 36582. 39502. 42422. 52422.]","[0.0398449 0.0402577 0.0377436 0.0329224 0.0437274 0.0423168 0.0404746
 0.0418284 0.0474956 0.0601336 0.0767855 0.0838257 0.0904285 0.0800917
 0.0749441]",19920228
pwcf,19920331,pwcf,[33693.],"[33702. 33709. 33716. 33723. 33730. 33744. 33784. 33876. 34058. 34423.
 35153. 36613. 39533. 42453. 52453.]","[0.0402654 0.0417225 0.0406145 0.0395495 0.0411522 0.0402996 0.0423247
 0.0441225 0.0495573 0.0661309 0.0808463 0.0848625 0.0907681 0.081332
 0.0719547]",19920331
pwcf,19920430,pwcf,[33723.],"[33730. 33737. 33744. 33751. 33758. 33775. 33815. 33907. 34088. 34453.
 35183. 36643. 39563. 42483. 52483.]","[0.0346793 0.0336698 0.0332788 0.0289641 0.0461819 0.0392371 0.0394766
 0.0408112 0.0476664 0.0641371 0.0801298 0.0876856 0.0925378 0.0831147
 0.0726728]",19920430
pwcf,19920529,pwcf,[33752.],"[33758. 33765. 33772. 33779. 33786. 33805. 33845. 33937. 34119. 34484.
 35214. 36674. 39594. 42514. 52514.]","[0.0371562 0.0362207 0.0381679 0.0209252 0.0511657 0.0373114 0.0387636
 0.0404584 0.045388  0.0602099 0.0762522 0.0848619 0.0928141 0.0790607
 0.0721804]",19920529
pwcf,19920630,pwcf,[33784.],"[33793. 33800. 33807. 33814. 33821. 33836. 33876. 33968. 34149. 34514.
 35244. 36704. 39624. 42544. 52544.]","[0.0344762 0.0359194 0.0348066 0.0368409 0.0355055 0.0360219 0.0376948
 0.0390939 0.0434198 0.0548888 0.0727083 0.0841137 0.0930508 0.084208
 0.0707388]",19920630
pwcf,19920731,pwcf,[33815.],"[33821. 33828. 33835. 33842. 33849. 33867. 33907. 33999. 34180. 34545.
 35275. 36735. 39655. 42575. 52575.]","[0.030039  0.0298637 0.0305584 0.030193  0.0342252 0.0319971 0.0340083
 0.0345453 0.0394852 0.0504182 0.0678784 0.0795314 0.0897394 0.0828429
 0.0706923]",19920731
pwcf,19920831,pwcf,[33846.],"[33856. 33863. 33870. 33877. 33884. 33895. 33935. 34027. 34211. 34576.
 35306. 36766. 39686. 42606. 52606.]","[0.0312803 0.0310528 0.0301575 0.0290991 0.0355827 0.03256   0.0326652
 0.0341113 0.0361466 0.0466883 0.065759  0.0807207 0.0916038 0.0838859
 0.0666901]",19920831
pwcf,19920930,pwcf,[33876.],"[33884. 33891. 33898. 33905. 33912. 33926. 33966. 34058. 34241. 34606.
 35336. 36796. 39716. 42636. 52636.]","[0.0247966 0.0270122 0.029086  0.0234843 0.0313855 0.0293232 0.0276363
 0.0305716 0.0327229 0.0438861 0.0620377 0.0795439 0.0922928 0.0853965
 0.0740769]",19920930
pwcf,19921030,pwcf,[33906.],"[33912. 33919. 33926. 33934. 33940. 33956. 33996. 34088. 34272. 34637.
 35367. 36827. 39747. 42667. 52667.]","[0.0226397 0.0258913 0.0294039 0.0243694 0.0385415 0.0284459 0.032834
 0.0350838 0.0397699 0.0519312 0.0688891 0.0813963 0.0923771 0.0854085
 0.0758481]",19921030
pwcf,19921130,pwcf,[33937.],"[33947. 33954. 33961. 33968. 33975. 33987. 34027. 34119. 34302. 34667.
 35397. 36857. 39777. 42697. 52697.]","[0.0289113 0.0311833 0.0256383 0.0209075 0.0471529 0.038678  0.0342502
 0.0376137 0.0423368 0.0570572 0.072701  0.0807187 0.0894313 0.0827485
 0.0735177]",19921130
pwcf,19921231,pwcf,[33968.],"[33975. 33982. 33989. 33996. 34003. 34017. 34057. 34149. 34333. 34698.
 35428. 36888. 39808. 42728. 52728.]","[0.0179273 0.0350014 0.0317205 0.0265854 0.0360988 0.0328493 0.0328973
 0.0356618 0.0389622 0.0535761 0.0712774 0.0785617 0.0872864 0.0819647
 0.0697154]",19921231
pwcf,19930129,pwcf,[33997.],"[34003. 34010. 34017. 34024. 34031. 34048. 34088. 34180. 34364. 34729.
 35459. 36919. 39839. 42759. 52759.]","[0.0289066 0.0283484 0.0242187 0.0207524 0.0420265 0.0287274 0.0308239
 0.0330113 0.0374923 0.0490168 0.0639185 0.0768122 0.0865501 0.0841925
 0.0664816]",19930129
pwcf,19930226,pwcf,[34025.],"[34031. 34038. 34045. 34052. 34059. 34079. 34119. 34211. 34392. 34757.
 35487. 36947. 39867. 42787. 52787.]","[0.0281865 0.0289656 0.0256875 0.027215  0.0270231 0.0340406 0.0303715
 0.0322277 0.0356694 0.044177  0.0595493 0.073713  0.0832401 0.0842376
 0.0618307]",19930226
pwcf,19930331,pwcf,[34058.],"[34066. 34073. 34080. 34087. 34094. 34109. 34149. 34241. 34423. 34788.
 35518. 36978. 39898. 42818. 52818.]","[0.0298356 0.0294123 0.0290166 0.0222255 0.0335741 0.02946   0.0298735
 0.0323724 0.0362185 0.0443865 0.0600894 0.0730932 0.085036  0.084425
 0.0610933]",19930331
pwcf,19930430,pwcf,[34088.],"[34094. 34101. 34108. 34115. 34122. 34140. 34180. 34272. 34453. 34818.
 35548. 37008. 39928. 42848. 52848.]","[0.027878  0.0275098 0.0285829 0.0264362 0.0331406 0.0293849 0.0305032
 0.0314194 0.034948  0.0422753 0.0587209 0.0742596 0.0839877 0.086157
 0.0633757]",19930430
pwcf,19930528,pwcf,[34116.],"[34122. 34129. 34136. 34143. 34150. 34170. 34210. 34302. 34484. 34849.
 35579. 37039. 39959. 42879. 52879.]","[0.0301419 0.0293931 0.0297627 0.0281895 0.0313884 0.0306789 0.0330996
 0.0343274 0.0402494 0.0468694 0.0596183 0.0730292 0.0836354 0.0828626
 0.0661239]",19930528
pwcf,19930630,pwcf,[34149.],"[34157. 34164. 34171. 34178. 34185. 34201. 34241. 34333. 34514. 34879.
 35609. 37069. 39989. 42909. 52909.]","[0.0266461 0.0299695 0.0278966 0.0277054 0.0322905 0.031978  0.03278
 0.0333849 0.0378882 0.0444258 0.0559354 0.067404  0.0786363 0.083767
 0.0641365]",19930630
pwcf,19930730,pwcf,[34179.],"[34185. 34192. 34199. 34206. 34213. 34232. 34272. 34364. 34545. 34910.
 35640. 37100. 40020. 42940. 52940.]","[0.0260276 0.0262306 0.0332216 0.0278492 0.0302804 0.0328388 0.0319261
 0.0337892 0.0387747 0.046102  0.0571257 0.0672718 0.0757621 0.0785646
 0.0636926]",19930730
pwcf,19930831,pwcf,[34211.],"[34220. 34227. 34234. 34241. 34248. 34260. 34300. 34392. 34576. 34941.
 35671. 37131. 40051. 42971. 52971.]","[0.029116  0.0312545 0.0304189 0.0244606 0.0365216 0.0302119 0.0307893
 0.0331355 0.0359988 0.0423999 0.0518362 0.0647113 0.0718069 0.0769168
 0.052124 ]",19930831
pwcf,19930930,pwcf,[34241.],"[34248. 34255. 34262. 34269. 34276. 34291. 34331. 34423. 34606. 34971.
 35701. 37161. 40081. 43001. 53001.]","[0.0256175 0.0264525 0.0294519 0.0169308 0.0416858 0.0336723 0.030191
 0.032835  0.0366167 0.0427345 0.0528867 0.0621569 0.0733153 0.0797587
 0.0446241]",19930930
pwcf,19931029,pwcf,[34270.],"[34276. 34284. 34290. 34298. 34304. 34321. 34361. 34453. 34637. 35002.
 35732. 37192. 40112. 43032. 53032.]","[0.0281865 0.0291025 0.0301067 0.0244761 0.031927  0.0301921 0.0336536
 0.0338681 0.0373711 0.0442524 0.0526287 0.0627317 0.0720963 0.0777424
 0.0446744]",19931029
pwcf,19931130,pwcf,[34302.],"[34311. 34318. 34325. 34332. 34339. 34352. 34392. 34484. 34667. 35032.
 35762. 37222. 40142. 43062. 53062.]","[0.029116  0.0321975 0.0257546 0.0233279 0.0414057 0.034953  0.0322551
 0.0355029 0.038584  0.0471536 0.0565293 0.0675806 0.076083  0.0757956
 0.0487842]",19931130
pwcf,19931231,pwcf,[34333.],"[34339. 34346. 34353. 34360. 34367. 34382. 34422. 34514. 34698. 35063.
 35793. 37253. 40173. 43093. 53093.]","[0.0241789 0.0287723 0.0328535 0.027261  0.0344718 0.0301759 0.0321158
 0.0349984 0.0401807 0.0469513 0.057369  0.066921  0.0764688 0.0775506
 0.0481698]",19931231
pwcf,19940131,pwcf,[34364.],"[34374. 34381. 34388. 34395. 34402. 34413. 34453. 34545. 34729. 35094.
 35824. 37284. 40204. 43124. 53124.]","[0.0292202 0.0274896 0.0221862 0.0330867 0.0354425 0.027668  0.0317441
 0.0338225 0.0379787 0.0462955 0.054577  0.0652715 0.072706  0.0791045
 0.0495688]",19940131
pwcf,19940228,pwcf,[34392.],"[34402. 34409. 34416. 34423. 34430. 34444. 34484. 34576. 34757. 35122.
 35852. 37312. 40232. 43152. 53152.]","[0.0310742 0.0230997 0.0256948 0.0363524 0.0422153 0.0353283 0.0366417
 0.0389759 0.0444565 0.0525549 0.0610053 0.0706525 0.0779721 0.0787568
 0.0531499]",19940228
pwcf,19940331,pwcf,[34423.],"[34430. 34437. 34444. 34451. 34458. 34474. 34514. 34606. 34788. 35153.
 35883. 37343. 40263. 43183. 53183.]","[0.0302461 0.0350094 0.0379292 0.0315447 0.0363221 0.0356371 0.0371552
 0.0427536 0.0513852 0.0588954 0.0688694 0.0768789 0.0826846 0.075396
 0.0606755]",19940331
pwcf,19940429,pwcf,[34452.],"[34458. 34465. 34472. 34479. 34486. 34505. 34545. 34637. 34818. 35183.
 35913. 37373. 40293. 43213. 53213.]","[0.0334397 0.03461   0.0343967 0.0334301 0.0461376 0.0378845 0.0429919
 0.0486583 0.0570584 0.0642432 0.0725324 0.0771435 0.0843506 0.0746579
 0.0620368]",19940429
pwcf,19940531,pwcf,[34484.],"[34493. 34500. 34507. 34514. 34521. 34535. 34575. 34667. 34849. 35214.
 35944. 37404. 40324. 43244. 53244.]","[0.0375754 0.0402095 0.0367332 0.0386245 0.0394088 0.0389688 0.0470658
 0.0538216 0.0583083 0.0668698 0.0726869 0.0776465 0.0853128 0.078975
 0.0576952]",19940531
pwcf,19940630,pwcf,[34514.],"[34521. 34528. 34535. 34542. 34549. 34566. 34606. 34698. 34879. 35244.
 35974. 37434. 40354. 43274. 53274.]","[0.0327192 0.0343915 0.0317294 0.0404411 0.0385017 0.0461693 0.0480461
 0.0541878 0.0610615 0.0682108 0.0748735 0.0795974 0.087337  0.0783634
 0.0597276]",19940630
pwcf,19940729,pwcf,[34543.],"[34549. 34556. 34563. 34570. 34577. 34597. 34637. 34729. 34910. 35275.
 36005. 37465. 40385. 43305. 53305.]","[0.0388102 0.0374923 0.0375485 0.0411599 0.04437   0.0436195 0.0472442
 0.0528715 0.0594577 0.0659998 0.071294  0.0777472 0.0835265 0.0746267
 0.0626662]",19940729
pwcf,19940831,pwcf,[34576.],"[34584. 34591. 34598. 34605. 34612. 34625. 34665. 34757. 34941. 35306.
 36036. 37496. 40416. 43336. 53336.]","[0.0426456 0.0431275 0.05274   0.0327656 0.0509315 0.0467955 0.0479728
 0.05325   0.0601324 0.0672386 0.0720487 0.0775784 0.0857613 0.0786953
 0.0592071]",19940831
pwcf,19940930,pwcf,[34606.],"[34612. 34619. 34626. 34633. 34640. 34656. 34696. 34788. 34971. 35336.
 36066. 37526. 40446. 43366. 53366.]","[0.0416045 0.0427908 0.0452595 0.0437686 0.0531304 0.0506382 0.0487948
 0.0605227 0.0641018 0.0721761 0.0776846 0.0812648 0.0893779 0.0811747
 0.0612301]",19940930
pwcf,19941031,pwcf,[34637.],"[34647. 34654. 34662. 34668. 34675. 34686. 34726. 34818. 35002. 35367.
 36097. 37557. 40477. 43397. 53397.]","[0.0446212 0.0446681 0.0404894 0.0460787 0.0558482 0.050022  0.0567777
 0.0611046 0.0661523 0.074665  0.0794228 0.0828767 0.0898399 0.0789896
 0.0684488]",19941031
pwcf,19941130,pwcf,[34667.],"[34675. 34682. 34689. 34696. 34703. 34717. 34757. 34849. 35032. 35397.
 36127. 37587. 40507. 43427. 53427.]","[0.0467957 0.0517481 0.0682615 0.0175173 0.0671402 0.0623768 0.0607976
 0.0667604 0.0753091 0.0797536 0.0812972 0.0803143 0.087101  0.0786556
 0.069389 ]",19941130
pwcf,19941230,pwcf,[34697.],"[34703. 34710. 34717. 34724. 34731. 34747. 34787. 34879. 35063. 35428.
 36158. 37618. 40538. 43458. 53458.]","[ 0.0282893  0.0566061  0.0806749 -0.0190967  0.0922578  0.0590807
  0.0650385  0.0730789  0.0799711  0.0817694  0.0800316  0.0786443
  0.0833268  0.0799948  0.0631171]",19941230
pwcf,19950131,pwcf,[34729.],"[34738. 34745. 34752. 34759. 34766. 34778. 34818. 34910. 35094. 35459.
 36189. 37649. 40569. 43489. 53489.]","[0.0543968 0.0551778 0.0448985 0.0549848 0.0692929 0.0545281 0.0657113
 0.0672116 0.0734073 0.0766646 0.0781548 0.0775683 0.0823385 0.0776712
 0.0640367]",19950131
pwcf,19950228,pwcf,[34757.],"[34766. 34773. 34780. 34787. 34794. 34809. 34849. 34941. 35123. 35488.
 36218. 37678. 40598. 43518. 53518.]","[0.05325   0.0449832 0.0527918 0.0515913 0.076529  0.0645851 0.0606524
 0.0633977 0.0675175 0.0709406 0.0730444 0.0750574 0.0807794 0.0820257
 0.0563724]",19950228
pwcf,19950331,pwcf,[34788.],"[34794. 34801. 34808. 34815. 34822. 34839. 34879. 34971. 35154. 35519.
 36249. 37709. 40629. 43549. 53549.]","[0.0590808 0.0570074 0.065546  0.049853  0.0615445 0.0594537 0.0592254
 0.0634294 0.0680617 0.0710908 0.0727943 0.0751405 0.0819179 0.0772683
 0.0594478]",19950331
pwcf,19950428,pwcf,[34816.],"[34822. 34829. 34836. 34843. 34850. 34870. 34910. 35002. 35184. 35549.
 36279. 37739. 40659. 43579. 53579.]","[0.057932  0.0560511 0.0588018 0.0536643 0.0643627 0.0572116 0.0601309
 0.062043  0.0657047 0.0685748 0.0707053 0.0734396 0.0821319 0.0766211
 0.0605738]",19950428
pwcf,19950531,pwcf,[34849.],"[34857. 34864. 34871. 34878. 34885. 34900. 34940. 35032. 35215. 35580.
 36310. 37770. 40690. 43610. 53610.]","[0.0566881 0.0585463 0.0556824 0.0531862 0.0621411 0.0571235 0.0593247
 0.058227  0.0581536 0.0587835 0.0616502 0.066098  0.0750429 0.0739893
 0.0520154]",19950531
pwcf,19950630,pwcf,[34879.],"[34885. 34892. 34899. 34906. 34913. 34931. 34971. 35063. 35245. 35610.
 36340. 37800. 40720. 43640. 53640.]","[0.0531341 0.051249  0.0524912 0.0575944 0.0552931 0.0589111 0.057253
 0.0562227 0.0578125 0.0593318 0.0605563 0.065031  0.0749662 0.0721849
 0.0539483]",19950630
pwcf,19950731,pwcf,[34910.],"[34920. 34927. 34934. 34941. 34948. 34962. 35002. 35094. 35276. 35641.
 36371. 37831. 40751. 43671. 53671.]","[0.0548181 0.0553956 0.0558727 0.0549606 0.0559466 0.0557577 0.0567956
 0.0554422 0.0577329 0.0608261 0.0638062 0.0680483 0.0773078 0.0729322
 0.0597516]",19950731
pwcf,19950831,pwcf,[34941.],"[34948. 34955. 34962. 34969. 34976. 34991. 35031. 35123. 35307. 35672.
 36402. 37862. 40782. 43702. 53702.]","[0.0544929 0.0530892 0.0623523 0.042158  0.0599568 0.0534968 0.0551004
 0.0563661 0.0574847 0.0600098 0.0622095 0.0661073 0.0751704 0.0713243
 0.0571137]",19950831
pwcf,19950929,pwcf,[34970.],"[34976. 34983. 34990. 34997. 35004. 35022. 35062. 35154. 35337. 35702.
 36432. 37892. 40812. 43732. 53732.]","[0.0521968 0.0534075 0.054715  0.0483739 0.0624794 0.0547763 0.0549593
 0.0566582 0.0585548 0.0598691 0.0611086 0.0643668 0.0733325 0.0709205
 0.0538232]",19950929
pwcf,19951031,pwcf,[35002.],"[35011. 35018. 35026. 35032. 35039. 35052. 35092. 35184. 35368. 35733.
 36463. 37923. 40843. 43763. 53763.]","[0.0522081 0.0532214 0.051177  0.0439308 0.0583878 0.0565921 0.057076
 0.0553813 0.0560913 0.0568655 0.0593938 0.0627542 0.0705512 0.068204
 0.0562924]",19951031
pwcf,19951130,pwcf,[35032.],"[35039. 35046. 35053. 35060. 35067. 35083. 35123. 35215. 35398. 35763.
 36493. 37953. 40873. 43793. 53793.]","[0.0534506 0.0622872 0.0554501 0.0504924 0.0529459 0.0549316 0.0546142
 0.0538321 0.0532307 0.0536407 0.055949  0.0607353 0.0690029 0.0682606
 0.051533 ]",19951130
pwcf,19951229,pwcf,[35061.],"[35067. 35074. 35081. 35088. 35095. 35113. 35153. 35245. 35429. 35794.
 36524. 37984. 40904. 43824. 53824.]","[0.0198721 0.0602554 0.0552452 0.0439838 0.048843  0.0519197 0.0549853
 0.0521732 0.0521962 0.0516836 0.0549377 0.0586393 0.0665786 0.0666948
 0.0479001]",19951229
pwcf,19960131,pwcf,[35094.],"[35102. 35109. 35116. 35123. 35130. 35144. 35184. 35276. 35460. 35825.
 36555. 38015. 40935. 43855. 53855.]","[0.0501224 0.0466065 0.0472431 0.0434351 0.0621416 0.046882  0.0528362
 0.0486942 0.0489187 0.0496762 0.053959  0.0605138 0.0681923 0.0671803
 0.0514357]",19960131
pwcf,19960229,pwcf,[35123.],"[35130. 35137. 35144. 35151. 35158. 35175. 35215. 35307. 35488. 35853.
 36583. 38043. 40963. 43883. 53883.]","[0.0507432 0.0514176 0.0231985 0.0643682 0.0626606 0.0504015 0.0499493
 0.050317  0.0536958 0.0563543 0.0589323 0.0663705 0.0738745 0.0717583
 0.053588 ]",19960229
pwcf,19960329,pwcf,[35152.],"[35158. 35165. 35172. 35179. 35186. 35205. 35245. 35337. 35519. 35884.
 36614. 38074. 40994. 43914. 53914.]","[0.0517804 0.0533768 0.0536108 0.0510697 0.0531207 0.0503353 0.0515878
 0.0523597 0.0574244 0.0612918 0.0630051 0.067877  0.0757013 0.0745608
 0.0516877]",19960329
pwcf,19960430,pwcf,[35184.],"[35193. 35200. 35207. 35214. 35221. 35236. 35276. 35368. 35549. 35914.
 36644. 38104. 41024. 43944. 53944.]","[0.0480458 0.0499998 0.0486338 0.0493641 0.0568082 0.0517231 0.0513335
 0.0544566 0.059964  0.0646326 0.0664843 0.0710686 0.0777048 0.0736163
 0.0543544]",19960430
pwcf,19960531,pwcf,[35215.],"[35221. 35228. 35235. 35242. 35250. 35266. 35306. 35398. 35580. 35945.
 36675. 38135. 41055. 43975. 53975.]","[0.0508437 0.0547624 0.0497519 0.0458994 0.0531572 0.0480131 0.0547909
 0.054567  0.0618069 0.0668974 0.0695551 0.0720311 0.0777601 0.0736862
 0.0550199]",19960531
pwcf,19960628,pwcf,[35243.],"[35250. 35256. 35263. 35270. 35277. 35297. 35337. 35429. 35610. 35975.
 36705. 38165. 41085. 44005. 54005.]","[0.043887  0.044596  0.0365663 0.0653654 0.0528634 0.0540087 0.0547
 0.0550769 0.0615987 0.0651743 0.0670516 0.0706607 0.0764757 0.0725786
 0.0560864]",19960628
pwcf,19960731,pwcf,[35276.],"[35284. 35291. 35298. 35305. 35312. 35328. 35368. 35460. 35641. 36006.
 36736. 38196. 41116. 44036. 54036.]","[0.0497062 0.0479731 0.0496244 0.0487923 0.0588525 0.0518582 0.056312
 0.0560521 0.0631931 0.0649835 0.0683645 0.0710074 0.0763333 0.0729866
 0.0592079]",19960731
pwcf,19960830,pwcf,[35306.],"[35312. 35319. 35326. 35333. 35340. 35356. 35396. 35488. 35672. 36037.
 36767. 38227. 41147. 44067. 54067.]","[0.0523011 0.0509949 0.051671  0.0432833 0.0607569 0.0527619 0.0533509
 0.056643  0.062794  0.0678818 0.0701913 0.0727223 0.0784392 0.0760483
 0.056527 ]",19960830
pwcf,19960930,pwcf,[35337.],"[35347. 35354. 35361. 35368. 35375. 35387. 35427. 35519. 35702. 36067.
 36797. 38257. 41177. 44097. 54097.]","[0.0488807 0.0504541 0.0460385 0.0574038 0.0500807 0.0509966 0.0517622
 0.0555493 0.061455  0.0645372 0.0672616 0.0705506 0.0765834 0.0737678
 0.056126 ]",19960930
pwcf,19961031,pwcf,[35368.],"[35375. 35382. 35389. 35397. 35403. 35417. 35457. 35549. 35733. 36098.
 36828. 38288. 41208. 44128. 54128.]","[0.0461698 0.0530808 0.0500063 0.047959  0.0550123 0.0506705 0.0532639
 0.0535425 0.0568852 0.0598594 0.0631521 0.0669352 0.0736112 0.0712442
 0.0550704]",19961031
pwcf,19961129,pwcf,[35397.],"[35403. 35410. 35417. 35424. 35431. 35448. 35488. 35580. 35763. 36128.
 36858. 38318. 41238. 44158. 54158.]","[0.0508437 0.052825  0.0540718 0.0419199 0.0510055 0.0522568 0.0523205
 0.0530451 0.0557773 0.0577051 0.059625  0.0634204 0.0703332 0.0705241
 0.0526099]",19961129
pwcf,19961231,pwcf,[35429.],"[35438. 35445. 35452. 35459. 35466. 35478. 35518. 35610. 35794. 36159.
 36889. 38349. 41269. 44189. 54189.]","[0.0490593 0.0501837 0.0450107 0.0531842 0.0580341 0.0494018 0.0518372
 0.0548259 0.0585743 0.0619502 0.0644137 0.0672509 0.0722048 0.0720774
 0.0561657]",19961231
pwcf,19970131,pwcf,[35460.],"[35466. 35473. 35480. 35487. 35494. 35509. 35549. 35641. 35825. 36190.
 36920. 38380. 41300. 44220. 54220.]","[0.0482701 0.0505827 0.0504755 0.0488371 0.0531283 0.0500629 0.053478
 0.0538149 0.0591813 0.0624468 0.0648596 0.0684923 0.0744719 0.0730001
 0.0588712]",19970131
pwcf,19970228,pwcf,[35488.],"[35494. 35501. 35508. 35515. 35522. 35540. 35580. 35672. 35853. 36218.
 36948. 38408. 41328. 44248. 54248.]","[0.0522489 0.0443771 0.0467319 0.0518671 0.060986  0.05543   0.0515273
 0.0546181 0.0607285 0.0645997 0.0665395 0.0681369 0.0745606 0.073953
 0.0574773]",19970228
pwcf,19970331,pwcf,[35519.],"[35529. 35536. 35543. 35550. 35557. 35570. 35610. 35702. 35884. 36249.
 36979. 38439. 41359. 44279. 54279.]","[0.0477891 0.0630614 0.0347294 0.0684618 0.0542001 0.0549991 0.0531038
 0.0579357 0.0651096 0.0684332 0.070286  0.0722207 0.0767456 0.0750978
 0.0603388]",19970331
pwcf,19970430,pwcf,[35549.],"[35557. 35564. 35571. 35578. 35585. 35601. 35641. 35733. 35914. 36279.
 37009. 38469. 41389. 44309. 54309.]","[0.0477569 0.0490857 0.0484473 0.0523833 0.0553956 0.0466823 0.0575313
 0.0586804 0.0627004 0.0663076 0.0682329 0.070434  0.0748973 0.0743843
 0.0592126]",19970430
pwcf,19970530,pwcf,[35579.],"[35585. 35592. 35599. 35606. 35613. 35631. 35671. 35763. 35945. 36310.
 37040. 38500. 41420. 44340. 54340.]","[0.0410609 0.039985  0.0439357 0.0413536 0.0563732 0.0546729 0.0550633
 0.057313  0.0631972 0.0649859 0.0677664 0.0690957 0.0747565 0.0740919
 0.0587432]",19970530
pwcf,19970630,pwcf,[35610.],"[35620. 35627. 35634. 35641. 35648. 35662. 35702. 35794. 35975. 36340.
 37070. 38530. 41450. 44370. 54370.]","[0.0497391 0.0532776 0.0509242 0.0509962 0.0536383 0.0551686 0.0522068
 0.053476  0.0622431 0.0639778 0.0663435 0.0675796 0.0734936 0.0719342
 0.0590671]",19970630
pwcf,19970731,pwcf,[35641.],"[35648. 35655. 35662. 35669. 35676. 35693. 35733. 35825. 36006. 36371.
 37101. 38561. 41481. 44401. 54401.]","[0.050535  0.0543371 0.050715  0.0449805 0.0586323 0.0511252 0.0533437
 0.0519572 0.0587175 0.058973  0.0602088 0.0627849 0.0679414 0.0676956
 0.0537622]",19970731
pwcf,19970829,pwcf,[35670.],"[35676. 35683. 35690. 35697. 35704. 35721. 35761. 35853. 36037. 36402.
 37132. 38592. 41512. 44432. 54432.]","[0.0528738 0.049973  0.062139  0.0050146 0.0851935 0.0535164 0.0528219
 0.0551595 0.0604275 0.0624282 0.0643342 0.0662488 0.0713676 0.0701362
 0.0573905]",19970829
pwcf,19970930,pwcf,[35702.],"[35711. 35718. 35725. 35732. 35739. 35752. 35792. 35884. 36067. 36432.
 37162. 38622. 41542. 44462. 54462.]","[0.0475519 0.0448103 0.045651  0.0543869 0.0552214 0.0500021 0.0511404
 0.0542063 0.0597149 0.0600596 0.061544  0.0637491 0.0689174 0.0685025
 0.0554174]",19970930
pwcf,19971031,pwcf,[35733.],"[35739. 35746. 35753. 35761. 35767. 35782. 35822. 35914. 36098. 36463.
 37193. 38653. 41573. 44493. 54493.]","[0.0483739 0.0526221 0.0474568 0.0489031 0.0503578 0.0532915 0.0554293
 0.052366  0.0578544 0.0580943 0.0583343 0.0611368 0.0658904 0.0667641
 0.0528754]",19971031
pwcf,19971128,pwcf,[35761.],"[35767. 35774. 35781. 35789. 35796. 35813. 35853. 35945. 36128. 36493.
 37223. 38683. 41603. 44523. 54523.]","[0.0487637 0.0532551 0.0134836 0.0804854 0.0527149 0.0566368 0.0528106
 0.0556908 0.0596014 0.059625  0.0593667 0.0601497 0.0642624 0.064454
 0.0529178]",19971128
pwcf,19971231,pwcf,[35794.],"[35802. 35809. 35816. 35823. 35830. 35843. 35883. 35975. 36159. 36524.
 37254. 38714. 41634. 44554. 54554.]","[0.0234619 0.0715262 0.0646983 0.0297091 0.0739125 0.0525499 0.0550673
 0.0552506 0.0572139 0.0577779 0.0577864 0.0588471 0.0624082 0.0638637
 0.0514058]",19971231
pwcf,19980130,pwcf,[35824.],"[35830. 35837. 35844. 35851. 35858. 35874. 35914. 36006. 36190. 36555.
 37285. 38745. 41665. 44585. 54585.]","[0.0519107 0.0451962 0.052302  0.0476753 0.0575379 0.0525601 0.0532104
 0.0528682 0.0544512 0.0535213 0.0544447 0.0572899 0.0631858 0.0631078
 0.0492792]",19980130
pwcf,19980227,pwcf,[35852.],"[35858. 35865. 35872. 35879. 35886. 35905. 35945. 36037. 36218. 36583.
 37313. 38773. 41693. 44613. 54613.]","[0.0518585 0.0403766 0.0546563 0.0509093 0.0616713 0.0581226 0.0510756
 0.0541278 0.056622  0.0561541 0.0567739 0.0578539 0.0638589 0.063783
 0.0515648]",19980227
