type_ind,quotedate_ind,type,quotedate_jul,breaks,rates,quotedate_ymd
pwcf,19411031,pwcf,[15279.],"[15291. 15298. 15305. 15312. 15319. 15328. 15368. 15460. 15644. 16009.
 16739. 18199. 21119. 24039. 34039.]","[ 0.0007613  0.0007599  0.0007602  0.0007599  0.0007602  0.0014204
 -0.0007648  0.0072382  0.0072382  0.0072382  0.0072382  0.0265615
  0.0277563  0.0276642  0.0276642]",19411031
pwcf,19411129,pwcf,[15308.],"[15319. 15326. 15333. 15340. 15347. 15359. 15399. 15491. 15674. 16039.
 16769. 18229. 21149. 24069. 34069.]","[ 0.0017756  0.0017751  0.0017754  0.0017752 -0.0024615  0.0054985
  0.0010676  0.0087618  0.0087618  0.0087618  0.0087618  0.0259203
  0.0276717  0.028051   0.028051 ]",19411129
pwcf,19411231,pwcf,[15340.],"[15347. 15354. 15361. 15368. 15375. 15389. 15429. 15521. 15705. 16070.
 16800. 18260. 21180. 24100. 34100.]","[0.0015203 0.0015243 0.0015204 0.0035522 0.0020263 0.0001134 0.0073094
 0.0073094 0.0073094 0.0073094 0.0131418 0.0287361 0.0285461 0.0290976
 0.0290976]",19411231
pwcf,19420131,pwcf,[15371.],"[15382. 15389. 15396. 15403. 15410. 15420. 15460. 15552. 15736. 16101.
 16831. 18291. 21211. 24131. 34131.]","[ 0.0015197  0.0015243  0.0015202  0.0015244  0.0015205 -0.0051788
  0.0056296  0.0056296  0.0056296  0.0056296  0.0143222  0.0292715
  0.0275305  0.029184   0.029184 ]",19420131
pwcf,19420228,pwcf,[15399.],"[15410. 15416. 15416. 15416. 15416. 15451. 15491. 15583. 15764. 16129.
 16859. 18319. 21239. 24159. 34159.]","[2.02900e-03 2.02910e-03 1.87000e-05 1.87000e-05 1.87000e-05 1.87000e-05
 4.97800e-03 4.97800e-03 4.97800e-03 4.97800e-03 1.48685e-02 3.12830e-02
 2.73593e-02 2.83277e-02 2.83277e-02]",19420228
pwcf,19420331,pwcf,[15430.],"[15445. 15452. 15459. 15466. 15466. 15481. 15521. 15613. 15795. 16160.
 16890. 18350. 21270. 24190. 34190.]","[0.0012684 0.0012655 0.0002188 0.0010148 0.001029  0.001029  0.0041577
 0.0041577 0.0041577 0.0118145 0.0118145 0.0293646 0.0265529 0.0290221
 0.0290221]",19420331
pwcf,19420430,pwcf,[15460.],"[15466. 15473. 15480. 15487. 15494. 15512. 15552. 15644. 15825. 16190.
 16920. 18380. 21300. 24220. 34220.]","[0.0019269 0.0019306 0.0019226 0.0019305 0.0024208 0.0027495 0.0055887
 0.0054302 0.0054302 0.0124792 0.0124792 0.0298684 0.0272    0.0283836
 0.0283836]",19420430
pwcf,19420529,pwcf,[15489.],"[15501. 15507. 15507. 15507. 15507. 15542. 15582. 15674. 15856. 16221.
 16951. 18411. 21331. 24251. 34251.]","[0.0022826 0.0022846 0.0029468 0.0029468 0.0029468 0.0029468 0.0051731
 0.0052845 0.0052845 0.0126729 0.0126729 0.0296912 0.0253842 0.0293881
 0.0293881]",19420529
pwcf,19420630,pwcf,[15521.],"[15536. 15543. 15550. 15557. 15557. 15573. 15613. 15705. 15886. 16251.
 16981. 18441. 21361. 24281. 34281.]","[ 0.0026882  0.0026914  0.0026877  0.0039952 -0.0039254 -0.0039254
  0.0107017  0.0107017 -0.0052927  0.0154083  0.0154083  0.0282783
  0.0264926  0.0286596  0.0286596]",19420630
pwcf,19420731,pwcf,[15552.],"[15564. 15571. 15578. 15585. 15592. 15604. 15644. 15736. 15917. 16282.
 17012. 18472. 21392. 24312. 34312.]","[ 0.0027914  0.0034803  0.0030423  0.0047208  0.0034014 -0.0025222
  0.0074776  0.0074776 -0.006703   0.0171021  0.0171021  0.028927
  0.0248512  0.0295565  0.0295565]",19420731
pwcf,19420831,pwcf,[15583.],"[15592. 15599. 15613. 15620. 15620. 15632. 15672. 15764. 15948. 16313.
 17043. 18503. 21423. 24343. 34343.]","[0.0034252 0.0034247 0.0034249 0.0034293 0.0004016 0.0004016 0.0062124
 0.0062124 0.0099164 0.0143064 0.0143064 0.0289564 0.0249505 0.0291579
 0.0291579]",19420831
pwcf,19420930,pwcf,[15613.],"[15620. 15627. 15634. 15641. 15648. 15663. 15703. 15795. 15978. 16343.
 17073. 18533. 21453. 24373. 34373.]","[0.0034244 0.0034283 0.0034248 0.0034212 0.0041904 0.0035407 0.0039882
 0.0078378 0.0118243 0.0118243 0.0172672 0.0277765 0.0254127 0.0289554
 0.0289554]",19420930
pwcf,19421031,pwcf,[15644.],"[15656. 15662. 15669. 15676. 15683. 15693. 15733. 15825. 16009. 16374.
 17104. 18564. 21484. 24404. 34404.]","[0.0031703 0.0036334 0.0033213 0.0037915 0.0034215 0.0037692 0.0037375
 0.0084395 0.0102148 0.0114108 0.0182266 0.0274656 0.0246175 0.0298823
 0.0298823]",19421031
pwcf,19421130,pwcf,[15674.],"[15683. 15690. 15697. 15704. 15711. 15724. 15764. 15856. 16039. 16404.
 17134. 18594. 21514. 24434. 34434.]","[0.0030967 0.0030935 0.0030942 0.0030941 0.0039037 0.003573  0.0043124
 0.0077183 0.0109405 0.0109405 0.0188767 0.0270419 0.0261866 0.0293189
 0.0293189]",19421130
pwcf,19421231,pwcf,[15705.],"[15711. 15718. 15725. 15732. 15739. 15754. 15794. 15886. 16070. 16435.
 17165. 18625. 21545. 24465. 34465.]","[0.002889  0.0028944 0.0043418 0.0034049 0.0041388 0.0034523 0.0036921
 0.0083395 0.0110952 0.0110952 0.0191459 0.0261724 0.0259914 0.0294418
 0.0294418]",19421231
pwcf,19430130,pwcf,[15735.],"[15746. 15753. 15760. 15767. 15774. 15785. 15825. 15917. 16101. 16466.
 17196. 18656. 21576. 24496. 34496.]","[0.003299  0.0032973 0.0032972 0.0037638 0.0034014 0.001068  0.0063067
 0.0063067 0.0097977 0.0095351 0.0183918 0.0266894 0.0251196 0.0306597
 0.0306597]",19430130
pwcf,19430227,pwcf,[15763.],"[15774. 15781. 15788. 15795. 15802. 15816. 15856. 15948. 16130. 16495.
 17225. 18685. 21605. 24525. 34525.]","[0.0031469 0.0031416 0.0031499 0.003142  0.0051321 0.0002691 0.0072987
 0.0072987 0.0093269 0.0093269 0.019212  0.0268254 0.0244713 0.0315999
 0.0315999]",19430227
pwcf,19430331,pwcf,[15795.],"[15802. 15809. 15816. 15823. 15830. 15846. 15886. 15978. 16161. 16526.
 17256. 18716. 21636. 24556. 34556.]","[0.0028904 0.0028944 0.0041064 0.0033012 0.0043145 0.0011916 0.0068324
 0.0068324 0.0108971 0.0087619 0.0189561 0.0276562 0.0241256 0.0317865
 0.0317865]",19430331
pwcf,19430430,pwcf,[15825.],"[15837. 15844. 15851. 15858. 15865. 15877. 15917. 16009. 16191. 16556.
 17286. 18746. 21666. 24586. 34586.]","[ 0.0031447  0.0031497  0.0031418  0.0031501  0.0031422 -0.0033668
  0.0086921  0.0086921  0.0097829  0.0108951  0.0190047  0.026386
  0.0243521  0.0314684  0.0314684]",19430430
pwcf,19430529,pwcf,[15854.],"[15865. 15872. 15879. 15886. 15893. 15907. 15947. 16039. 16222. 16587.
 17317. 18777. 21697. 24617. 34617.]","[0.0031469 0.0031416 0.0031499 0.003142  0.0045655 0.004816  0.0034516
 0.0097946 0.008958  0.0087634 0.0191021 0.0254999 0.0251384 0.0310615
 0.0310615]",19430529
pwcf,19430630,pwcf,[15886.],"[15893. 15900. 15907. 15914. 15921. 15938. 15978. 16070. 16252. 16617.
 17347. 18807. 21727. 24647. 34647.]","[0.0031455 0.0031454 0.0031456 0.003146  0.004414  0.003434  0.0043083
 0.0083017 0.0086573 0.0069169 0.0197114 0.0254817 0.0248088 0.0318061
 0.0318061]",19430630
pwcf,19430731,pwcf,[15917.],"[15929. 15936. 15943. 15950. 15957. 15969. 16009. 16101. 16283. 16648.
 17378. 18838. 21758. 24678. 34678.]","[0.0031447 0.0031497 0.0031418 0.004346  0.0034014 0.0032551 0.0043352
 0.0086471 0.0089041 0.0067844 0.0196188 0.0262988 0.0242499 0.0324457
 0.0324457]",19430731
pwcf,19430831,pwcf,[15948.],"[15957. 15964. 15971. 15978. 15985. 15998. 16038. 16130. 16314. 16679.
 17409. 18869. 21789. 24709. 34709.]","[0.0031463 0.0031455 0.0031459 0.0031458 0.0044899 0.0030773 0.004906
 0.0100855 0.0094484 0.0070041 0.0196619 0.0264732 0.0243787 0.0320268
 0.0320268]",19430831
pwcf,19430930,pwcf,[15978.],"[15985. 15992. 15999. 16006. 16013. 16029. 16069. 16161. 16344. 16709.
 17439. 18899. 21819. 24739. 34739.]","[ 0.0031455  0.0031454  0.0031456  0.003146   0.004414  -0.0009307
  0.0092513  0.0092513  0.0085731  0.0085731  0.0197595  0.0253456
  0.027762   0.027762   0.       ]",19430930
pwcf,19431030,pwcf,[16008.],"[16021. 16027. 16035. 16041. 16048. 16059. 16099. 16191. 16375. 16740.
 17470. 18930. 21850. 24770. 34770.]","[0.0031473 0.0031449 0.0031464 0.0045406 0.0034014 0.0017879 0.0053877
 0.010197  0.0089851 0.0089851 0.0194963 0.0259833 0.027699  0.027699
 0.       ]",19431030
pwcf,19431130,pwcf,[16039.],"[16048. 16055. 16062. 16069. 16076. 16090. 16130. 16222. 16405. 16770.
 17500. 18960. 21880. 24800. 34800.]","[0.0031463 0.0031455 0.0031459 0.0031458 0.0044899 0.0038901 0.0041917
 0.0106929 0.0085558 0.0093152 0.0196521 0.0264252 0.0278477 0.0278477
 0.       ]",19431130
pwcf,19431231,pwcf,[16070.],"[16076. 16083. 16090. 16097. 16104. 16120. 16160. 16252. 16436. 16801.
 17531. 18991. 21911. 24831. 34831.]","[0.002889  0.0028944 0.0028907 0.0028947 0.0053595 0.0025267 0.0055275
 0.0093187 0.0089024 0.0098656 0.0187346 0.0267527 0.0279708 0.0279708
 0.       ]",19431231
pwcf,19440131,pwcf,[16101.],"[16111. 16118. 16125. 16132. 16139. 16151. 16191. 16283. 16467. 16832.
 17562. 19022. 21942. 24862. 34862.]","[ 0.0028926  0.0028906  0.0028947  0.0051397  0.0034013 -0.0022726
  0.0088407  0.0088407  0.0097893  0.0099586  0.0189866  0.0262517
  0.0281008  0.0281008  0.       ]",19440131
pwcf,19440229,pwcf,[16130.],"[16139. 16146. 16153. 16160. 16167. 16182. 16222. 16314. 16495. 16860.
 17590. 19050. 21970. 24890. 34890.]","[0.0028922 0.0028945 0.0028868 0.0028948 0.002891  0.0060404 0.0033879
 0.0111119 0.008983  0.0104953 0.0189849 0.0253768 0.0281982 0.0281982
 0.       ]",19440229
pwcf,19440331,pwcf,[16161.],"[16167. 16174. 16181. 16188. 16195. 16212. 16252. 16344. 16526. 16891.
 17621. 19081. 22001. 24921. 34921.]","[0.002889  0.0028944 0.0028907 0.0028947 0.0053595 0.0024664 0.0056511
 0.0113011 0.0084402 0.010146  0.0193042 0.0254209 0.0280923 0.0280923
 0.       ]",19440331
pwcf,19440429,pwcf,[16190.],"[16202. 16209. 16216. 16223. 16230. 16243. 16283. 16375. 16556. 16921.
 17651. 19111. 22031. 24951. 34951.]","[0.0028914 0.0028946 0.0028908 0.002891  0.0028911 0.0040435 0.0051663
 0.0101138 0.0086038 0.010915  0.0182431 0.0262238 0.0280587 0.0280587
 0.       ]",19440429
pwcf,19440531,pwcf,[16222.],"[16230. 16237. 16244. 16251. 16258. 16273. 16313. 16405. 16587. 16952.
 17682. 19142. 22062. 24982. 34982.]","[0.0028912 0.0028905 0.0028949 0.0028906 0.0055073 0.0010708 0.0090159
 0.0092653 0.0084878 0.0107531 0.0185162 0.0260815 0.0280141 0.0280141
 0.       ]",19440531
pwcf,19440630,pwcf,[16252.],"[16258. 16265. 16272. 16279. 16286. 16304. 16344. 16436. 16617. 16982.
 17712. 19172. 22092. 25012. 35012.]","[0.002889  0.0028944 0.0028907 0.0028947 0.0053595 0.0032047 0.007669
 0.0108623 0.0071437 0.0115898 0.0187169 0.026034  0.0280831 0.0280831
 0.       ]",19440630
pwcf,19440731,pwcf,[16283.],"[16293. 16300. 16307. 16314. 16321. 16335. 16375. 16467. 16648. 17013.
 17743. 19203. 22123. 25043. 35043.]","[0.0028926 0.0028906 0.0028947 0.0028909 0.0056507 0.0004293 0.0087819
 0.0087819 0.0082576 0.0108988 0.0186565 0.0261152 0.0280493 0.0280493
 0.       ]",19440731
pwcf,19440831,pwcf,[16314.],"[16321. 16328. 16335. 16342. 16349. 16363. 16403. 16495. 16679. 17044.
 17774. 19234. 22154. 25074. 35074.]","[0.0028904 0.0028944 0.0028907 0.0028908 0.002891  0.0045634 0.0041876
 0.0100056 0.0081668 0.011411  0.0182892 0.025578  0.0281921 0.0281921
 0.       ]",19440831
pwcf,19440930,pwcf,[16344.],"[16357. 16363. 16370. 16377. 16384. 16394. 16434. 16526. 16709. 17074.
 17804. 19264. 22184. 25104. 35104.]","[0.0029155 0.0029219 0.0029185 0.0053113 0.0034294 0.0035461 0.0051251
 0.0112739 0.0077479 0.0112909 0.0186409 0.0256654 0.0281615 0.0281615
 0.       ]",19440930
pwcf,19441031,pwcf,[16375.],"[16384. 16391. 16399. 16405. 16412. 16424. 16464. 16556. 16740. 17105.
 17835. 19295. 22215. 25135. 35135.]","[0.002917  0.0029185 0.002916  0.0029176 0.0056068 0.0014871 0.0060304
 0.0112136 0.0075423 0.0128019 0.0181778 0.0259186 0.0280838 0.0280838
 0.       ]",19441031
pwcf,19441130,pwcf,[16405.],"[16412. 16419. 16426. 16433. 16440. 16455. 16495. 16587. 16770. 17135.
 17865. 19325. 22245. 25165. 35165.]","[0.0029183 0.0029182 0.0029186 0.002911  0.0029187 0.0044568 0.0071012
 0.0111311 0.0077594 0.013231  0.0183548 0.0255633 0.0281338 0.0281338
 0.       ]",19441130
pwcf,19441230,pwcf,[16435.],"[16447. 16454. 16461. 16468. 16475. 16485. 16525. 16617. 16801. 17166.
 17896. 19356. 22276. 25196. 35196.]","[0.0029169 0.0029186 0.0029185 0.002915  0.0029191 0.0108795 0.0044294
 0.0117395 0.0082727 0.0128148 0.0186476 0.0256409 0.0278666 0.0278666
 0.       ]",19441230
pwcf,19450131,pwcf,[16467.],"[16475. 16482. 16490. 16496. 16503. 16516. 16556. 16648. 16832. 17197.
 17927. 19387. 22307. 25227. 35227.]","[0.0029156 0.0029185 0.0029162 0.0029218 0.002919  0.0060725 0.0060725
 0.0094578 0.0084223 0.0116049 0.0174746 0.0236769 0.0279029 0.0279029
 0.       ]",19450131
pwcf,19450228,pwcf,[16495.],"[16503. 16510. 16517. 16524. 16531. 16547. 16587. 16679. 16860. 17225.
 17955. 19415. 22335. 25255. 35255.]","[0.0029156 0.0029185 0.0029186 0.0029185 0.002919  0.0034568 0.005336
 0.0096347 0.0088272 0.0102631 0.0170637 0.02289   0.0277481 0.0277481
 0.       ]",19450228
pwcf,19450331,pwcf,[16526.],"[16538. 16545. 16552. 16559. 16566. 16577. 16617. 16709. 16891. 17256.
 17986. 19446. 22366. 25286. 35286.]","[0.0029169 0.0029186 0.0029185 0.0053113 0.0034294 0.0019957 0.0047893
 0.0093491 0.008914  0.0104098 0.0171306 0.0216827 0.028221  0.028221
 0.       ]",19450331
pwcf,19450430,pwcf,[16556.],"[16566. 16573. 16580. 16587. 16594. 16608. 16648. 16740. 16921. 17286.
 18016. 19476. 22396. 25316. 35316.]","[0.0029179 0.0029183 0.0029148 0.0029189 0.0056745 0.0011847 0.0072357
 0.0099863 0.008667  0.0113776 0.0148551 0.0200806 0.0275807 0.0275807
 0.       ]",19450430
pwcf,19450531,pwcf,[16587.],"[16594. 16601. 16608. 16615. 16622. 16638. 16678. 16770. 16952. 17317.
 18047. 19507. 22427. 25347. 35347.]","[0.0029183 0.0029182 0.0029186 0.002911  0.0029187 0.0055644 0.0058471
 0.0106911 0.0089347 0.0121721 0.0159023 0.0193436 0.0272775 0.0272775
 0.       ]",19450531
pwcf,19450630,pwcf,[16617.],"[16629. 16636. 16643. 16650. 16657. 16669. 16709. 16801. 16982. 17347.
 18077. 19537. 22457. 25377. 35377.]","[0.0029169 0.0029186 0.0029185 0.0053113 0.0034294 0.0011469 0.0094284
 0.0100855 0.0086281 0.0126603 0.0140125 0.0190872 0.0262351 0.0262351
 0.       ]",19450630
pwcf,19450731,pwcf,[16648.],"[16657. 16664. 16671. 16678. 16685. 16700. 16740. 16832. 17013. 17378.
 18108. 19568. 22488. 25408. 35408.]","[0.002917  0.0029185 0.0029145 0.0029188 0.0056068 0.0067836 0.0040321
 0.0130092 0.0080228 0.0137012 0.0145133 0.0194861 0.0268031 0.0268031
 0.       ]",19450731
pwcf,19450831,pwcf,[16679.],"[16685. 16692. 16699. 16706. 16713. 16728. 16768. 16860. 17044. 17409.
 18139. 19599. 22519. 25439. 35439.]","[0.0029167 0.0029145 0.0029183 0.0029188 0.0053875 0.000579  0.0082196
 0.0116525 0.0084828 0.0123128 0.0157358 0.0185709 0.0270591 0.0270591
 0.       ]",19450831
pwcf,19450929,pwcf,[16708.],"[16720. 16727. 16734. 16741. 16748. 16759. 16799. 16891. 17074. 17439.
 18169. 19629. 22549. 25469. 35469.]","[0.0029169 0.0029186 0.0029185 0.0053113 0.0034294 0.0022318 0.0089203
 0.0115291 0.0085509 0.0119952 0.0160776 0.0180059 0.0269089 0.0269089
 0.       ]",19450929
pwcf,19451031,pwcf,[16740.],"[16748. 16755. 16763. 16769. 16776. 16789. 16829. 16921. 17105. 17470.
 18200. 19660. 22580. 25500. 35500.]","[0.0029156 0.0029185 0.0029162 0.0029218 0.002919  0.0074682 0.0063897
 0.0118888 0.0083428 0.0115857 0.0150718 0.0174326 0.0264856 0.0264856
 0.       ]",19451031
pwcf,19451130,pwcf,[16770.],"[16776. 16783. 16790. 16797. 16804. 16820. 16860. 16952. 17135. 17500.
 18230. 19690. 22610. 25530. 35530.]","[0.0029167 0.0029145 0.0029183 0.0029188 0.0053875 0.0035356 0.0099854
 0.0107335 0.00892   0.0117518 0.0134674 0.0167458 0.0259968 0.0259968
 0.       ]",19451130
pwcf,19451231,pwcf,[16801.],"[16811. 16818. 16825. 16832. 16839. 16850. 16890. 16982. 17166. 17531.
 18261. 19721. 22641. 25561. 35561.]","[0.0029179 0.0029183 0.0046569 0.0034252 0.0034251 0.0066334 0.0059051
 0.0122384 0.0082617 0.0113807 0.0132435 0.015135  0.0247148 0.0247148
 0.       ]",19451231
pwcf,19460131,pwcf,[16832.],"[16839. 16846. 16853. 16860. 16867. 16881. 16921. 17013. 17197. 17562.
 18292. 19752. 22672. 25592. 35592.]","[0.0029183 0.0034243 0.0031735 0.0031662 0.0044417 0.0037897 0.0057512
 0.0110257 0.0079294 0.009864  0.0121047 0.0155268 0.0249092 0.0249092
 0.       ]",19460131
pwcf,19460228,pwcf,[16860.],"[16867. 16874. 16881. 16888. 16895. 16912. 16952. 17044. 17225. 17590.
 18320. 19780. 22700. 25620. 35620.]","[0.0029183 0.0034243 0.0031735 0.0031662 0.0044417 0.0033828 0.0059663
 0.0096921 0.0083024 0.0080815 0.0112712 0.0165467 0.0247727 0.0247727
 0.       ]",19460228
pwcf,19460330,pwcf,[16890.],"[16902. 16909. 16916. 16923. 16930. 16942. 16982. 17074. 17256. 17621.
 18351. 19811. 22731. 25651. 35651.]","[0.0031703 0.0031737 0.0031695 0.00437   0.0034294 0.0043676 0.0081538
 0.0107346 0.0078459 0.0103945 0.0124055 0.0149218 0.0250154 0.0250154
 0.       ]",19460330
pwcf,19460430,pwcf,[16921.],"[16930. 16937. 16944. 16952. 16958. 16973. 17013. 17105. 17286. 17651.
 18381. 19841. 22761. 25681. 35681.]","[0.003171  0.0031695 0.0031736 0.0041547 0.0034292 0.0060559 0.0071318
 0.0115715 0.0087195 0.0113425 0.0139735 0.0171266 0.0254857 0.0254857
 0.       ]",19460430
pwcf,19460531,pwcf,[16952.],"[16958. 16965. 16972. 16979. 16987. 17003. 17043. 17135. 17317. 17682.
 18412. 19872. 22792. 25712. 35712.]","[0.0029167 0.0039548 0.0034763 0.0034768 0.0032514 0.0045062 0.0078
 0.0116799 0.008109  0.011687  0.0140967 0.0176153 0.0256572 0.0256572
 0.       ]",19460531
pwcf,19460628,pwcf,[16980.],"[16987. 16993. 17000. 17007. 17014. 17034. 17074. 17166. 17347. 17712.
 18442. 19902. 22822. 25742. 35742.]","[0.0029183 0.0034656 0.0031693 0.003174  0.0044061 0.0025619 0.0119267
 0.0104996 0.0079424 0.011001  0.0128499 0.0176398 0.0254529 0.0254529
 0.       ]",19460628
pwcf,19460731,pwcf,[17013.],"[17021. 17028. 17035. 17042. 17049. 17065. 17105. 17197. 17378. 17743.
 18473. 19933. 22853. 25773. 35773.]","[0.0029156 0.0034646 0.0031697 0.0031738 0.0044778 0.0042085 0.0094033
 0.0113094 0.0079692 0.0112424 0.0133499 0.0178447 0.0259978 0.0259978
 0.       ]",19460731
pwcf,19460830,pwcf,[17043.],"[17049. 17056. 17063. 17070. 17077. 17093. 17133. 17225. 17409. 17774.
 18504. 19964. 22884. 25804. 35804.]","[0.0029167 0.0033888 0.0031693 0.003174  0.0044061 0.0042015 0.0080522
 0.0119282 0.0085916 0.0118936 0.0140657 0.0188737 0.0268153 0.0268153
 0.       ]",19460830
pwcf,19460930,pwcf,[17074.],"[17084. 17091. 17098. 17105. 17112. 17124. 17164. 17256. 17439. 17804.
 18534. 19994. 22914. 25834. 35834.]","[0.0029179 0.0035359 0.0031661 0.0042981 0.0034251 0.004086  0.0084057
 0.0120693 0.0082372 0.0137569 0.0150706 0.0191719 0.0265929 0.0265929
 0.       ]",19460930
pwcf,19461031,pwcf,[17105.],"[17112. 17119. 17126. 17134. 17140. 17154. 17194. 17286. 17470. 17835.
 18565. 20025. 22945. 25865. 35865.]","[0.0029183 0.0034243 0.0031735 0.0031709 0.004648  0.0050178 0.0071919
 0.0122549 0.0079285 0.01236   0.0152972 0.0196664 0.0259188 0.0259188
 0.       ]",19461031
pwcf,19461130,pwcf,[17135.],"[17147. 17154. 17161. 17168. 17175. 17185. 17225. 17317. 17500. 17865.
 18595. 20055. 22975. 25895. 35895.]","[0.0031703 0.0031737 0.0031695 0.00437   0.0034294 0.0001104 0.0122745
 0.0103616 0.0084979 0.0134719 0.0160631 0.0209573 0.0259553 0.0259553
 0.       ]",19461130
pwcf,19461231,pwcf,[17166.],"[17175. 17182. 17189. 17196. 17203. 17215. 17255. 17347. 17531. 17896.
 18626. 20086. 23006. 25926. 35926.]","[0.002917  0.0034962 0.0031736 0.0031699 0.0045179 0.0078494 0.0045152
 0.0121385 0.0088522 0.0120119 0.0152327 0.0195422 0.025449  0.025449
 0.       ]",19461231
pwcf,19470131,pwcf,[17197.],"[17203. 17210. 17217. 17224. 17231. 17246. 17286. 17378. 17562. 17927.
 18657. 20117. 23037. 25957. 35957.]","[0.0029167 0.0033888 0.0031693 0.003174  0.0044061 0.005755  0.004339
 0.0122187 0.0088601 0.0109637 0.0156449 0.0183318 0.0261833 0.0261833
 0.       ]",19470131
pwcf,19470228,pwcf,[17225.],"[17231. 17238. 17245. 17252. 17259. 17277. 17317. 17409. 17591. 17956.
 18686. 20146. 23066. 25986. 35986.]","[0.0029167 0.0033888 0.0031693 0.003174  0.0044061 0.0008626 0.0093149
 0.0110539 0.0090553 0.0108057 0.0159794 0.0176522 0.0264031 0.0264031
 0.       ]",19470228
pwcf,19470331,pwcf,[17256.],"[17266. 17273. 17280. 17287. 17294. 17307. 17347. 17439. 17622. 17987.
 18717. 20177. 23097. 26017. 36017.]","[0.0031718 0.0031732 0.0031661 0.0042981 0.0034251 0.0013371 0.0097529
 0.009579  0.0089012 0.0110318 0.015425  0.017873  0.0264845 0.0264845
 0.       ]",19470331
pwcf,19470430,pwcf,[17286.],"[17294. 17301. 17308. 17315. 17322. 17338. 17378. 17470. 17652. 18017.
 18747. 20207. 23127. 26047. 36047.]","[0.0029156 0.0034646 0.0031697 0.0031738 0.0044778 0.0031892 0.0093646
 0.011011  0.0092115 0.01262   0.0155409 0.017634  0.0269877 0.0269877
 0.       ]",19470430
