ctype,quotedate,0.0833YR,0.5YR,1.0YR,2.0YR,3.0YR,5.0YR,7.0YR,10.0YR,20.0YR,30.0YR
pwcf,19260130.0,0.0,0.1017111305882112,0.0083482204310758,0.1102281733935228,0.2409927258752109,0.3793572455550675,0.3872918512413559,0.5160167675633653,1.1197621181569417,1.3005609556301367
pwcf,19260227.0,0.0,0.0262091065845515,0.0684889536287425,0.0423077367116997,0.0420354917371801,0.0028409044622312,-0.0902766087607753,-0.089336613694535,0.2025654002427934,0.2365694674629326
pwcf,19260331.0,0.0,0.0320945030951813,0.1007933180250386,0.1116442818430929,0.147698476594793,0.1250721612649608,-0.0220129187682327,-0.1391052374110524,-0.1996804681118069,-0.3444188499122869
pwcf,19260430.0,0.0,0.08417488004957,0.0983686801476979,0.2318148319421231,0.4084783487527943,0.6159927290033451,0.6262558497390547,0.6018080264318826,0.6071082945425355,0.5091792879714063
pwcf,19260528.0,0.0,-0.0710702816032471,0.1049225549422327,-0.082047868015278,-0.2570530497110423,-0.215879512456385,0.1771594949805166,0.3073573231740178,0.147936124699366,-0.023533606966497
pwcf,19260630.0,0.0,0.0004243569221795,-0.0109983329012575,0.1264498891759169,0.073742173811242,-0.0326851578961395,-0.1032021993171428,-0.0875922681499163,0.2021495858101962,0.2318185176668485
pwcf,19260731.0,0.0,-0.0345023638315233,0.0741459858891069,0.0237532447939115,-0.0341575575277142,-0.1730914758935497,-0.2986864742568262,-0.3994152898499359,-0.4632216056156601,-0.6127058238196148
pwcf,19260831.0,0.0,-0.0209421317435176,0.0171961528070418,-0.0326539763680466,-0.0849621486716745,-0.2107602611326475,-0.3231438441979706,-0.341466253086331,-0.066247807642783,-0.0533928775459213
pwcf,19260930.0,0.0,-0.0828399481633934,-0.2228013727705424,-0.3075146948522289,-0.1530590751069205,0.1494163688584127,0.4336361730982618,0.4410604283194397,-0.0196136967742899,-0.3247175638173227
pwcf,19261030.0,0.0,0.0222062951318546,0.0501409230345695,0.3333738471354541,0.3243755009048055,0.258244254345108,0.1974779228000045,0.2419943807739688,0.6381014997217216,0.7120836526419705
pwcf,19261130.0,0.0,0.0998293446894393,0.2527632289152759,0.0112673948890584,0.0470653290818079,0.1207887592024503,0.1918909389507783,0.3591309712306589,1.0176611099163455,1.2309947626522044
pwcf,19261231.0,0.0,0.1101110350702594,0.2423164156019508,0.3572836343123109,0.4417667438391559,0.6083111131180763,0.7653894982074583,0.7618751783977862,0.5125758991371354,0.2969979719064097
pwcf,19270131.0,0.0,-0.0881928685596,-0.2270564024093757,-0.1016700795234082,0.0206070902142307,0.2613214871793445,0.488750307763941,0.5721537555808842,0.5096059753260995,0.3873774400157792
pwcf,19270228.0,0.0,0.0157661194882585,0.1535921177246768,0.164692831730151,0.1415112787298111,0.1004707051316611,0.0632060692222991,0.1325526365492768,0.5511144613903118,0.6418850395148112
pwcf,19270331.0,0.0,-0.015677077654197,-0.1964708442480867,-0.1179930013285979,-0.0372978274005064,0.1209331465433782,0.2705946166554174,0.6099653940454974,1.8182321604251368,2.29497929675353
pwcf,19270430.0,0.0,-0.0784466143149309,-0.142667237571048,-0.2865711034777396,-0.252720215262725,-0.1588557537385848,-0.070741009706976,-0.0644034795302062,-0.1461118257950255,-0.2831486400389882
