ctype,quotedate,0.0833YR,0.25YR,0.5YR,1.0YR,2.0YR,3.0YR,5.0YR,7.0YR,10.0YR,20.0YR,30.0YR,Max,Min
pwcf,19610630.0,2.077942029855092,2.31607405179075,2.549273330587597,2.8062117688501385,3.0976954782149986,3.305165822603212,3.5543807126618,3.693529911281544,3.808638501545216,3.9313618432475184,3.9501637173871904,3.9501637173871904,2.077942029855092
pwcf,19610731.0,1.610850214568433,2.243167969850038,2.4656203119843605,2.705579216920426,3.03314534490543,3.284597164022369,3.5902402739158465,3.7562060358497575,3.881851633743677,3.9617117413139487,3.960477177545394,3.9617117413139487,1.610850214568433
pwcf,19610831.0,2.026173653207012,2.2275881979047765,2.728809994405015,2.9081659883822883,3.1887837905568888,3.419179528708205,3.696923373833769,3.833168154979272,3.935694661687562,4.02898865879882,4.057231346881922,4.057231346881922,2.026173653207012
pwcf,19610929.0,1.9988898407106,2.256177754941782,2.741489957948225,2.867583956518881,3.146913433557542,3.3546864903993985,3.5933053504216503,3.706989348405567,3.799270516621664,3.936161790036107,4.0154393843109055,4.0154393843109055,1.9988898407106
pwcf,19611031.0,1.972542823909683,2.317430893489381,2.6833093717235896,2.845206528084819,3.115181956322623,3.305763113307333,3.5384231791391683,3.6855702861658615,3.8073194873358944,3.927101140374963,4.002769683347025,4.002769683347025,1.972542823909683
pwcf,19611130.0,2.249762055575689,2.5488268359137933,2.828530907046285,2.936978447411385,3.1986763721326104,3.3841455304638863,3.614534453519119,3.7719339656228006,3.9060414201056046,4.026626963902259,4.060082713488669,4.060082713488669,2.249762055575689
pwcf,19611229.0,2.506541378523979,2.738118566753547,2.994203681137578,3.0711715524620087,3.308183872455934,3.4822472226915355,3.700846317312196,3.850843753300951,3.981481228765048,4.106936427559059,4.123627988900892,4.123627988900892,2.506541378523979
pwcf,19620131.0,2.4422269654740565,2.7438925242848846,2.980653551181214,3.177879100057706,3.426822782129759,3.593855949798994,3.801462742339749,3.944225956034237,4.063760494320839,4.154092122702427,4.156519112349046,4.156519112349046,2.4422269654740565
pwcf,19620228.0,2.4867326349357404,2.7807665983921463,2.94812860051894,3.0899677347385297,3.23939018840284,3.3755484633623287,3.574291790622413,3.730534141397568,3.880417018447834,4.077239611287049,4.123150678470848,4.123150678470848,2.4867326349357404
pwcf,19620330.0,2.710253647854321,2.822712170174209,2.943372610972335,2.896664653164087,3.075268437948257,3.224858584375748,3.4226801848934127,3.5694629298462224,3.709387671172008,3.907230719150781,3.981691828830934,3.981691828830934,2.710253647854321
pwcf,19620430.0,2.736879426439684,2.806609016807581,2.833752088799704,2.942151729141476,3.1460559020360352,3.2891213100494894,3.4601526615044578,3.562265346451631,3.6606310332019087,3.8336178420577434,3.899114710305967,3.899114710305967,2.736879426439684
pwcf,19620531.0,2.39841503907434,2.762168046776364,2.793740507347614,2.9165579900438767,3.06707374151195,3.210725704469393,3.4171426486430483,3.570524137077159,3.7112107465836255,3.872791481141165,3.917226836841478,3.917226836841478,2.39841503907434
pwcf,19620629.0,2.953356468257144,2.947465986990531,3.020690152786599,3.065495101641209,3.2510973258920024,3.3863906451417085,3.569778285685602,3.724118076753424,3.862304665448119,3.9797476457627754,4.008611199638961,4.008611199638961,2.947465986990531
pwcf,19620731.0,2.6945160962522894,2.904108135605981,3.1061919124161843,3.211713177446457,3.356933079048233,3.4755925829846768,3.645276493366256,3.7846967597170016,3.912044910152156,4.040469419668509,4.0787277602999605,4.0787277602999605,2.6945160962522894
pwcf,19620831.0,2.697176697188729,2.8378371610005213,3.062178706563245,3.089137972921565,3.138884280602186,3.251508179514806,3.449239337168574,3.620264756423635,3.778109762740289,3.943572391908301,3.991666075945574,3.991666075945574,2.697176697188729
pwcf,19620928.0,2.725673869308072,2.809860731449657,2.995322909914344,2.966646104169478,3.035026760763225,3.178949644830376,3.415612158376724,3.600463359373582,3.76529587581728,3.92776554948073,3.968614407090101,3.968614407090101,2.725673869308072
