ctype,quotedate,0.0833YR,0.25YR,0.5YR,1.0YR,2.0YR,3.0YR,5.0YR,7.0YR,10.0YR,20.0YR,30.0YR,Max,Min
pwcf,19281231.0,-5421.431696232743,-1864.4329071468337,-924.8043291890332,-456.2043309129179,-226.07510045645896,-149.36535697097264,-88.12981579036968,-62.06212818200903,-42.493507895184834,-19.662114693116365,-12.684638462463727,-12.684638462463727,-5421.431696232743
pwcf,19290131.0,-6002.484757257681,-1885.1355182383716,-924.5077091890332,-456.25992220058913,-225.98930110029457,-149.23242740019637,-87.9883408779929,-61.93776511862874,-42.381990438996446,-19.60473893952293,-12.661485972731136,-12.661485972731136,-6002.484757257681
pwcf,19290228.0,-5421.238476232743,-1823.610740034946,-909.4594300174732,-456.10196606360273,-225.8405680318014,-148.9467070102327,-87.86946082322838,-61.82218670833596,-42.3134554116142,-18.407705908722114,-11.097111158457157,-11.097111158457157,-5421.238476232743
pwcf,19290328.0,-5421.215316232742,-1823.5875800349463,-909.2948966479078,-455.8039542005892,-225.7443327989247,-148.92031741169257,-87.83530358883628,-61.74159860508996,-42.19809179441813,-18.780242457661195,-12.606936556832624,-12.606936556832624,-5421.215316232742
pwcf,19290430.0,-5420.669666232743,-1823.2547822088595,-909.2418261044296,-455.6793034882604,-225.74035674413017,-148.95417562337136,-87.93274326572565,-61.88805568369771,-42.38126163286282,-18.900067347462706,-11.714591669545957,-11.714591669545957,-5420.669666232743
pwcf,19290531.0,-5601.774231440501,-1823.2821500349464,-914.1262023672951,-454.7829681457946,-225.3153540728973,-148.68657054125458,-87.75476903242883,-61.72303882800744,-42.22594951621441,-18.77916685464956,-11.6316545106521,-11.6316545106521,-5601.774231440501
pwcf,19290629.0,-5602.223261440502,-1823.731180034946,-914.4531077771312,-456.0759517896302,-225.81794433317128,-148.92556390804293,-87.86308723615281,-61.83279267235629,-42.33677861807641,-18.378259069570845,-11.038371738908008,-11.038371738908008,-5602.223261440502
pwcf,19290731.0,-5420.868616232743,-1823.405380034946,-909.3609950174732,-456.0951492964795,-225.90844964823972,-149.03953352483123,-87.92954278379794,-61.83078077951312,-42.28348639189897,-18.64692717908488,-11.448722491851331,-11.448722491851331,-5420.868616232743
pwcf,19290830.0,-5421.280586232743,-1823.652850034946,-919.547158808874,-456.1826712142878,-225.9521753742672,-149.0689746562181,-87.94643659540802,-61.84217885147244,-42.290768297704005,-18.747890338564687,-11.579985007138363,-11.579985007138363,-5421.280586232743
pwcf,19290930.0,-5421.083436232743,-1823.4557000349464,-919.3500088088736,-456.2083349951097,-225.9029124975549,-148.9943498751962,-87.85832410909914,-61.752354643416126,-42.19966205454956,-18.70805814143943,-11.57682878737018,-11.57682878737018,-5421.083436232743
pwcf,19291031.0,-5602.708481440501,-1824.2164000349464,-925.2167691890336,-456.7061545841508,-226.2702272920754,-149.3180836890648,-88.15050643111448,-62.03326969621238,-42.47213821555725,-18.67154512295894,-11.387980498605009,-11.387980498605009,-5602.708481440501
pwcf,19291127.0,-5603.492541440502,-1825.0004600349464,-926.0008291890332,-457.25302696771246,-226.69432848385625,-149.70118647191154,-88.45073624491513,-62.26391591052602,-42.65066812245757,-19.74864600180904,-12.748050395474586,-12.748050395474586,-5603.492541440502
pwcf,19291231.0,-5422.990516232742,-1865.982750369056,-925.952498802293,-457.28168844716447,-226.7669692235823,-149.78851371643708,-88.50160697328315,-62.263207619560056,-42.611328486641575,-19.62275019619645,-12.620329491029938,-12.620329491029938,-5422.990516232742
pwcf,19300131.0,-6003.43822725768,-1886.065069137248,-925.4223668133428,-456.9445558170274,-226.5247629085137,-149.57800724745894,-88.34586369288886,-62.151939923040686,-42.533371846444425,-19.58722384301369,-12.598960064179524,-12.598960064179524,-6003.43822725768
pwcf,19300228.0,-5422.231906232743,-1824.6041700349465,-910.452860017473,-457.1339912142878,-226.40256373900823,-149.77220788614508,-88.50749829310791,-62.275759610174056,-42.61630998171778,-19.63055383206229,-12.617952111992611,-12.617952111992611,-5422.231906232743
pwcf,19300331.0,-5603.149391440502,-1844.748547617748,-915.5013623672952,-457.1871312142878,-226.4565208115117,-150.02480452848087,-88.77505219234119,-62.4472617963297,-42.71582594394061,-19.701968828639977,-12.693458281001554,-12.693458281001554,-5603.149391440502
pwcf,19300430.0,-5422.274016232743,-1824.6462800349464,-910.4949700174732,-457.1761012142877,-226.44467373900827,-149.8143178861451,-88.54759389004109,-62.31355797544585,-42.65238668032167,-19.72048297648392,-12.719143515533403,-12.719143515533403,-5422.274016232743
pwcf,19300529.0,-5422.346796232743,-1824.7190600349463,-910.5677500174731,-457.2488812142877,-226.51745373900823,-149.8870978861451,-88.62724122848577,-62.40177967274738,-42.74703445475364,-19.822625837537995,-12.801226348167097,-12.801226348167097,-5422.346796232743
pwcf,19300630.0,-5422.646766232743,-1825.019030034946,-910.8677200174732,-457.54885121428777,-226.81749469660056,-150.20438943724,-88.86355707733573,-62.535184944550274,-42.80331310791542,-19.788947480248464,-12.762922863954648,-12.762922863954648,-5422.646766232743
pwcf,19300731.0,-5422.849856232742,-1825.2221200349463,-911.0708100174731,-457.7519412142877,-227.02024852697,-150.325416627021,-88.9191492460104,-62.56269145608723,-42.8097707454736,-19.77085466026216,-12.745198479942967,-12.745198479942967,-5422.849856232742
pwcf,19300829.0,-5422.905256232743,-1825.2775200349463,-916.1215723672954,-457.8073412142878,-227.07591373900823,-150.34554423651005,-88.91049358335982,-62.54168159687722,-42.77950199923763,-19.713901049036966,-12.68919020288511,-12.68919020288511,-5422.905256232743
pwcf,19300930.0,-5422.969716232743,-1825.341980034946,-921.2362888088736,-457.8718012142877,-227.13997955296173,-150.41379261242247,-88.98242059321743,-62.61518752961089,-42.85419126011909,-19.805856207147848,-12.771928284651851,-12.771928284651851,-5422.969716232743
pwcf,19301031.0,-5604.211261440501,-1825.7191800349465,-926.7195491890334,-458.24900121428766,-227.5165563518673,-150.63886217446628,-89.086184799132,-62.66688572280603,-42.866868435043806,-19.77302102576523,-12.739634544918326,-12.739634544918326,-5604.211261440501
pwcf,19301129.0,-5604.522531440501,-1846.1216876177475,-927.0308191890334,-458.56027121428775,-227.82884373900828,-150.83234892629108,-89.18455296999727,-62.72442762347088,-42.8938129737791,-19.764278181138263,-12.727597834752238,-12.727597834752238,-5604.522531440501
pwcf,19301231.0,-5423.770256232743,-1866.7714671468336,-927.1428891890334,-458.6723412142878,-227.93913431356367,-150.8761800029334,-89.17517277284503,-62.69220837826165,-42.84447694038189,-19.69497789777071,-12.669854192664268,-12.669854192664268,-5423.770256232743
pwcf,19310131.0,-6004.79667725768,-1887.447438238371,-926.8196291890332,-458.34908121428776,-227.61614287717515,-150.61847941899185,-88.96974777832149,-62.509220822532285,-42.67830518565975,-19.548419335142373,-12.55529788676903,-12.55529788676903,-6004.79667725768
pwcf,19310228.0,-5423.864526232743,-1826.236790034946,-912.0854800174732,-457.5075061836477,-228.03518373900823,-150.88883910877283,-89.07030604992613,-62.6094430399746,-42.74023424396798,-19.56568497922177,-12.56283838412256,-12.56283838412256,-5423.864526232743
pwcf,19310331.0,-5604.825461440501,-1846.424617617748,-917.1774323672952,-457.6040961836477,-228.13177373900828,-150.96714247556116,-89.13395606087305,-62.66682081471061,-42.79290225656037,-19.61285973760644,-12.599824849718477,-12.599824849718477,-5604.825461440501
pwcf,19310430.0,-5424.283136232742,-1826.6554000349463,-912.5040900174732,-457.9261161836477,-228.45379373900823,-151.1784735613276,-89.2565904451095,-62.7514893794349,-42.84906265075693,-19.635769487093093,-12.61372210469201,-12.61372210469201,-5424.283136232742
pwcf,19310529.0,-5424.822816232743,-1827.1950800349464,-913.0437700174732,-458.4657961836477,-228.9934737390083,-151.53670665439327,-89.4639570242009,-62.89427891404576,-42.94336190068849,-19.673511855334024,-12.63572302639305,-12.63572302639305,-5424.822816232743
pwcf,19310630.0,-5422.828586232743,-1825.200850034946,-911.0495400174732,-456.47156618364767,-226.99924373900825,-150.36888788614507,-88.96382444073072,-62.67994335284124,-42.94362858834248,-19.92408092994045,-12.869979382479926,-12.869979382479926,-5422.828586232743
pwcf,19310731.0,-5422.797946232743,-1825.1702100349464,-911.0189000174732,-456.44092618364766,-226.96860373900827,-150.3382478861451,-88.93318444073073,-62.64930335284124,-42.91298858834247,-19.893440929940457,-12.845482481585602,-12.845482481585602,-5422.797946232743
pwcf,19310831.0,-5603.648831440502,-1845.2479876177476,-921.0510588088738,-456.42746618364765,-226.95514373900824,-150.3247878861451,-88.91972444073072,-62.63584335284124,-42.89952858834248,-19.87998092994046,-12.834721114547824,-12.834721114547824,-5603.648831440502
pwcf,19310930.0,-5422.503936232743,-1824.876200034946,-915.7202523672954,-456.1469161836477,-226.67459373900823,-150.04423788614508,-88.63917444073071,-62.35529335284124,-42.61897858834248,-19.83437837963245,-12.922812467896977,-12.922812467896977,-5422.503936232743
pwcf,19311031.0,-5603.062701440502,-1824.5706200349464,-920.464928808874,-455.8413361836476,-226.36901373900824,-149.7386578861451,-88.33359444073072,-62.04971335284124,-42.31339858834248,-19.51622260961192,-4.4708635127956775,-4.4708635127956775,-5603.062701440502
pwcf,19311130.0,-5422.236546232743,-1844.7000476177475,-915.4528623672952,-455.87952618364767,-226.40720373900825,-149.7768478861451,-88.37178444073072,-62.08790335284123,-42.35158858834247,-19.49274824821561,-3.3281517378367425,-3.3281517378367425,-5422.236546232743
pwcf,19311231.0,-5421.814606232742,-1844.2781076177475,-920.0811788088736,-455.45758618364766,-225.98526373900825,-149.35490788614513,-87.94984444073071,-61.66596335284124,-41.92964858834248,-19.07106677798974,-6.766091830006847,-6.766091830006847,-5421.814606232742
pwcf,19320130.0,-5605.169478440503,-1846.314155090275,-921.4008375451376,-456.1219182055056,-226.3597991699248,-149.63273315986774,-88.15017440241655,-61.83312214830467,-42.07189947254723,-19.405847311870644,-12.229413364045906,-12.229413364045906,-5605.169478440503
pwcf,19320229.0,-5424.513466232743,-1826.732996339294,-911.295768169647,-457.3498518170276,-226.84253590851367,-150.00676393900918,-88.48765188018348,-62.168686593589605,-42.411435940091735,-19.5403929860664,-12.088938782806885,-12.088938782806885,-5424.513466232743
pwcf,19320331.0,-5605.741672440501,-1846.9296225628025,-916.9560822580056,-457.8449803649726,-227.1711201824864,-150.2798334549909,-88.71627310690856,-62.37829205524845,-42.60676655345428,-19.695756342671466,-12.20777102155837,-12.20777102155837,-5605.741672440501
pwcf,19320430.0,-5425.428447845647,-1827.741536991468,-913.443518495734,-459.3726971046988,-228.06074855234937,-150.95676570156627,-89.22290867645948,-62.812071691398685,-42.98585433822975,-19.920997596607123,-12.292094719650914,-12.292094719650914,-5425.428447845647
pwcf,19320531.0,-5606.517684773835,-1827.9730893827723,-919.0545873946178,-459.4937434882604,-228.4507917441302,-151.1673444960868,-89.28979801380889,-62.81748813506066,-42.94512400690444,-19.83451608805134,-12.198397705869768,-12.198397705869768,-5606.517684773835
pwcf,19320630.0,-5425.620119458549,-1828.0060889479892,-913.7391844739948,-459.7288141183974,-228.1876170591987,-151.00721803946578,-89.21004920767527,-62.77061183615612,-42.92292460383763,-19.852887522685155,-12.242026356960393,-12.242026356960393,-5425.620119458549
pwcf,19320730.0,-5425.625935265,-1828.0221285132068,-913.7796792566036,-459.8851627759315,-228.21675945645893,-150.992206304306,-89.19675665564898,-62.78456649186816,-42.957333327824486,-19.907564558961678,-12.299970749586112,-12.299970749586112,-5425.625935265
pwcf,19320831.0,-5606.471642107169,-1848.082172452912,-929.0540181945582,-459.8302200910001,-228.42666004550009,-150.90901669700006,-89.06153299737953,-62.75688178920776,-43.010376498689766,-20.004406363205344,-12.361205202447298,-12.361205202447298,-5606.471642107169
