quote_date,0-35 days,36-50 days,50days-6months,6mons-1year,1YR-3yr,3YR-5YR,5YR-7YR,7YR-10YR,10YR-15YR,15YR-20YR,20YR and beyond,Row_Total
1941-03-31,0,0,0,0,0,0,0,1,0,0,0,1
1941-04-30,0,0,0,0,0,0,0,1,1,0,0,2
1941-05-31,0,0,0,0,0,0,0,1,1,0,0,2
1941-06-30,0,0,0,0,0,0,0,1,1,1,0,3
1941-07-31,0,0,0,0,0,0,0,1,1,1,0,3
1941-08-30,0,0,0,0,0,0,0,1,1,1,0,3
1941-09-30,0,0,0,0,0,0,0,1,1,1,0,3
1941-10-31,0,0,0,0,0,0,0,1,1,1,1,4
1941-11-29,0,0,0,0,0,0,0,1,1,1,1,4
1941-12-31,0,0,0,0,0,0,0,1,2,1,1,5
1942-01-31,0,0,0,0,0,0,0,2,2,1,1,6
1942-02-28,0,0,0,0,0,0,0,2,3,1,1,7
1942-03-31,0,0,0,0,0,0,0,2,3,1,1,7
1942-04-30,0,0,0,0,0,0,0,2,3,1,1,7
1942-05-29,0,0,0,0,0,0,0,3,3,1,1,8
1942-06-30,0,0,0,0,0,0,0,3,3,1,1,8
1942-07-31,0,0,0,0,0,0,0,4,3,1,1,9
1942-08-31,0,0,0,0,0,0,0,4,3,1,1,9
1942-09-30,0,0,0,0,0,0,0,4,3,1,1,9
1942-10-31,0,0,0,0,0,0,0,5,3,1,1,10
1942-11-30,0,0,0,0,0,0,0,5,3,1,1,10
1942-12-31,0,0,0,0,0,0,0,5,3,1,1,10
1943-01-30,0,0,0,0,0,0,0,5,3,1,1,10
1943-02-27,0,0,0,0,0,0,0,5,3,1,1,10
1943-03-31,0,0,0,0,0,0,1,4,4,0,1,10
1943-04-30,0,0,0,0,0,0,1,4,4,0,1,10
1943-05-29,0,0,0,0,0,0,1,5,4,0,1,11
1943-06-30,0,0,0,0,0,0,1,5,4,0,1,11
1943-07-31,0,0,0,0,0,0,1,5,4,0,1,11
1943-08-31,0,0,0,0,0,0,1,5,4,0,1,11
1943-09-30,0,0,0,0,0,0,1,5,4,0,1,11
1943-10-30,0,0,0,0,0,0,1,6,4,0,1,12
1943-11-30,0,0,0,0,0,0,1,6,4,0,1,12
1943-12-31,0,0,0,0,0,0,1,6,4,0,1,12
1944-01-31,0,0,0,0,0,0,1,6,4,0,1,12
1944-02-29,0,0,0,0,0,0,1,6,4,0,1,12
1944-03-31,0,0,0,0,0,0,1,7,3,0,1,12
1944-04-29,0,0,0,0,0,0,1,7,3,0,1,12
1944-05-31,0,0,0,0,0,0,1,7,3,0,1,12
1944-06-30,0,0,0,0,0,0,2,6,3,0,1,12
1944-07-31,0,0,0,0,0,0,2,7,3,0,1,13
1944-08-31,0,0,0,0,0,0,2,7,3,0,1,13
1944-09-30,0,0,0,0,0,0,3,6,3,0,1,13
1944-10-31,0,0,0,0,0,0,3,6,3,0,1,13
1944-11-30,0,0,0,0,0,0,3,6,3,0,1,13
1944-12-30,0,0,0,0,0,0,4,5,3,0,1,13
1945-01-31,0,0,0,0,0,0,4,6,3,0,1,14
1945-02-28,0,0,0,0,0,0,4,6,3,0,1,14
1945-03-31,0,0,0,0,0,1,4,5,3,0,1,14
1945-04-30,0,0,0,0,0,1,4,5,3,0,1,14
1945-05-31,0,0,0,0,0,1,4,5,3,0,1,14
1945-06-30,0,0,0,0,0,1,4,6,2,0,1,14
1945-07-31,0,0,0,0,0,1,4,6,2,0,1,14
1945-08-31,0,0,0,0,0,1,4,6,2,0,1,14
1945-09-29,0,0,0,0,0,1,5,5,2,0,1,14
1945-10-31,0,0,0,0,0,1,5,5,2,0,1,14
1945-11-30,0,0,0,0,0,1,5,5,2,0,1,14
1945-12-31,0,0,0,0,0,1,5,6,1,0,1,14
1946-01-31,0,0,0,0,0,1,5,6,1,0,1,14
1946-02-28,0,0,0,0,0,1,5,6,1,0,1,14
1946-03-30,0,0,0,0,0,1,5,6,1,0,1,14
1946-04-30,0,0,0,0,0,1,5,6,1,0,1,14
1946-05-31,0,0,0,0,0,1,5,6,1,0,1,14
1946-06-28,0,0,0,0,0,2,4,6,1,0,1,14
1946-07-31,0,0,0,0,0,2,4,6,1,0,1,14
1946-08-30,0,0,0,0,0,2,4,6,1,0,1,14
1946-09-30,0,0,0,0,0,3,4,5,1,0,1,14
1946-10-31,0,0,0,0,0,3,4,5,1,0,1,14
