quote_date,0-35 days,36-50 days,50days-6months,6mons-1year,1YR-3yr,3YR-5YR,5YR-7YR,7YR-10YR,10YR-15YR,15YR-20YR,20YR and beyond,Row_Total,%_Callable,%_Call15+
1944-06-30,6,2,8,5,3,3,2,6,3,0,1,39,0.3076923076923077,1.0
1944-07-31,6,3,6,6,5,3,2,7,3,0,1,42,0.30952380952380953,1.0
1944-08-31,6,2,8,5,5,3,2,7,3,0,1,42,0.30952380952380953,1.0
1944-09-30,5,2,10,5,6,2,3,6,3,0,1,43,0.3023255813953488,1.0
1944-10-31,5,2,11,4,5,2,3,6,3,0,1,42,0.30952380952380953,1.0
1944-11-30,5,2,11,4,6,2,3,6,3,0,1,43,0.3023255813953488,1.0
1944-12-30,6,2,11,5,6,2,4,5,3,0,1,45,0.28888888888888886,1.0
1945-01-31,5,3,3,5,6,2,4,6,3,0,1,38,0.3684210526315789,1.0
1945-02-28,5,3,9,6,6,2,4,6,3,0,1,45,0.3111111111111111,1.0
1945-03-31,6,2,9,7,5,3,4,5,3,0,1,45,0.3111111111111111,1.0
1945-04-30,6,2,9,7,5,3,4,5,3,0,1,45,0.3111111111111111,1.0
1945-05-31,5,2,9,8,5,3,4,5,3,0,1,45,0.3111111111111111,1.0
1945-06-30,6,2,10,6,6,2,4,6,2,0,1,45,0.3111111111111111,1.0
1945-07-31,5,2,11,7,6,2,5,6,2,0,1,47,0.2978723404255319,1.0
1945-08-31,6,2,10,6,6,2,5,6,2,0,1,46,0.30434782608695654,1.0
1945-09-29,5,2,12,6,7,1,6,5,2,0,1,47,0.2978723404255319,1.0
1945-10-31,5,4,11,5,6,1,6,5,2,0,1,46,0.30434782608695654,1.0
1945-11-30,7,2,10,6,6,1,6,5,2,0,1,46,0.30434782608695654,1.0
1945-12-31,5,2,12,6,6,2,5,6,1,0,1,46,0.30434782608695654,1.0
1946-01-31,6,3,10,6,6,2,5,6,1,0,1,46,0.30434782608695654,1.0
1946-02-28,7,2,10,7,6,2,5,6,1,0,1,47,0.2978723404255319,1.0
1946-03-30,6,2,10,8,5,2,5,6,1,0,1,46,0.30434782608695654,1.0
1946-04-30,5,2,11,8,4,2,5,6,1,0,1,45,0.3111111111111111,1.0
1946-05-31,6,2,10,7,5,2,5,6,1,0,1,45,0.3111111111111111,1.0
1946-06-28,6,2,11,6,5,3,4,6,1,0,1,45,0.3111111111111111,1.0
1946-07-31,5,3,11,6,5,3,4,6,1,0,1,45,0.3111111111111111,1.0
1946-08-30,6,2,11,6,5,3,4,6,1,0,1,45,0.3111111111111111,1.0
1946-09-30,6,2,12,7,3,4,4,5,1,0,1,45,0.3111111111111111,1.0
1946-10-31,6,3,11,7,3,4,4,5,1,0,1,45,0.3111111111111111,1.0
1946-11-30,7,2,10,8,3,4,4,5,1,0,1,45,0.3111111111111111,1.0
1946-12-31,5,2,11,7,3,5,3,5,1,0,1,43,0.32558139534883723,1.0
1947-01-31,6,3,9,7,3,5,3,5,1,0,1,43,0.32558139534883723,1.0
1947-02-28,7,2,9,8,3,5,3,5,1,0,1,44,0.3181818181818182,1.0
1947-03-31,5,2,12,6,4,5,3,4,1,0,1,43,0.32558139534883723,1.0
1947-04-30,5,3,12,6,3,5,3,4,1,0,1,43,0.32558139534883723,1.0
1947-05-29,6,2,12,5,4,5,3,4,1,0,1,43,0.32558139534883723,1.0
1947-06-30,6,2,12,6,3,5,4,3,1,0,1,43,0.32558139534883723,1.0
1947-07-31,6,4,10,7,2,5,4,3,1,0,1,43,0.32558139534883723,1.0
1947-08-29,8,2,10,7,2,5,4,3,1,0,1,43,0.32558139534883723,1.0
1947-09-30,5,2,11,7,3,6,3,3,1,0,1,42,0.3333333333333333,1.0
1947-10-31,6,2,10,9,1,6,3,3,1,0,1,42,0.3333333333333333,1.0
1947-11-28,5,2,9,9,2,6,3,3,1,0,1,41,0.34146341463414637,1.0
1947-12-31,5,3,10,7,4,5,4,2,1,0,1,42,0.3333333333333333,1.0
1948-01-30,6,2,12,6,3,5,4,2,1,0,1,42,0.3333333333333333,1.0
1948-02-27,6,2,11,7,2,5,4,2,1,0,1,41,0.3170731707317073,1.0
1948-03-31,4,3,12,7,3,5,4,3,0,0,1,42,0.3333333333333333,1.0
1948-04-30,6,3,13,5,2,5,4,3,0,0,1,42,0.3333333333333333,1.0
1948-05-28,8,2,10,5,3,5,4,3,0,0,1,41,0.34146341463414637,1.0
1948-06-30,4,3,10,6,4,4,5,2,0,0,1,39,0.358974358974359,1.0
1948-07-30,5,3,11,5,3,4,5,2,0,0,1,39,0.358974358974359,1.0
1948-08-31,8,2,10,3,3,4,5,2,0,0,1,38,0.3684210526315789,1.0
1948-09-30,4,2,10,3,6,4,4,2,0,0,1,36,0.3888888888888889,1.0
1948-10-29,5,2,11,3,5,4,4,2,0,0,1,37,0.3783783783783784,1.0
1948-11-30,3,2,10,3,5,4,4,2,0,0,1,34,0.4117647058823529,1.0
1948-12-31,6,2,9,2,7,3,5,1,0,0,1,36,0.3888888888888889,1.0
1949-01-31,6,2,9,3,7,3,5,1,0,0,1,37,0.3783783783783784,1.0
1949-02-28,6,2,8,4,7,3,5,1,0,0,1,37,0.3783783783783784,1.0
1949-03-31,5,2,8,6,7,3,4,1,0,0,1,37,0.3783783783783784,1.0
1949-04-29,6,2,8,7,5,3,4,1,0,0,1,37,0.3783783783783784,1.0
1949-05-31,5,2,8,7,5,3,4,1,0,0,1,36,0.3611111111111111,1.0
1949-06-30,5,2,8,7,5,4,3,1,0,0,1,36,0.3611111111111111,1.0
1949-07-29,5,2,9,7,4,4,3,1,0,0,1,36,0.3611111111111111,1.0
1949-08-31,5,3,9,5,4,4,3,1,0,0,1,35,0.37142857142857144,1.0
1949-09-30,5,2,11,5,5,3,3,1,0,0,1,36,0.3333333333333333,1.0
1949-10-31,5,3,12,4,4,3,3,1,0,0,1,36,0.3333333333333333,1.0
1949-11-30,6,3,11,4,4,3,3,1,0,0,1,36,0.3333333333333333,1.0
1949-12-30,6,2,11,4,3,5,2,1,0,0,1,35,0.3142857142857143,1.0
1950-01-31,5,3,11,4,3,5,2,1,0,0,1,35,0.3142857142857143,1.0
1950-02-28,6,2,9,4,3,5,2,1,0,0,1,33,0.2727272727272727,1.0
1950-03-31,5,2,9,3,4,6,2,1,0,0,1,33,0.2727272727272727,1.0
1950-04-28,6,2,9,2,4,6,2,1,0,0,1,33,0.2727272727272727,1.0
1950-05-31,5,3,8,2,5,6,2,1,0,0,1,33,0.2727272727272727,1.0
1950-06-30,5,2,9,1,6,7,1,1,0,0,1,33,0.2727272727272727,1.0
1950-07-31,5,3,9,3,3,7,1,1,0,0,1,33,0.2727272727272727,1.0
1950-08-31,7,2,8,4,2,7,1,1,0,0,1,33,0.2727272727272727,1.0
1950-09-29,5,2,8,4,4,6,1,1,0,0,1,32,0.25,1.0
1950-10-31,4,3,8,6,2,6,1,1,0,0,1,32,0.25,1.0
1950-11-30,7,2,6,7,1,6,1,1,0,0,1,32,0.25,1.0
1950-12-29,5,2,6,7,1,8,0,1,0,0,1,31,0.25806451612903225,1.0
1951-01-31,4,3,9,3,1,8,0,1,0,0,1,30,0.26666666666666666,1.0
1951-02-28,4,3,10,3,1,8,0,1,0,0,1,31,0.25806451612903225,1.0
1951-03-30,5,2,10,3,3,6,1,0,0,0,1,31,0.25806451612903225,1.0
1951-04-30,5,2,12,1,3,6,1,0,0,0,1,31,0.25806451612903225,1.0
1951-05-31,8,2,10,0,3,6,1,0,0,0,1,31,0.25806451612903225,1.0
1951-06-29,6,2,9,1,4,5,1,0,0,0,1,29,0.27586206896551724,1.0
1951-07-31,4,2,10,2,4,6,1,0,0,0,1,30,0.26666666666666666,1.0
1951-08-31,6,3,7,2,4,6,1,0,0,0,1,30,0.26666666666666666,1.0
1951-09-28,7,2,6,4,4,6,1,0,0,0,1,31,0.25806451612903225,1.0
1951-10-31,4,3,8,4,4,7,1,0,0,0,1,32,0.25,1.0
1951-11-30,5,2,8,4,4,7,1,0,0,0,1,32,0.25,1.0
1951-12-31,4,2,9,5,5,6,1,0,0,0,1,33,0.24242424242424243,1.0
1952-01-31,5,3,8,4,5,6,1,0,0,0,1,33,0.24242424242424243,1.0
1952-02-29,6,2,8,4,4,6,1,1,0,0,1,33,0.24242424242424243,1.0
1952-03-31,5,2,9,3,5,5,2,0,0,0,1,32,0.25,1.0
1952-04-30,4,3,10,2,5,6,2,0,0,0,1,33,0.24242424242424243,1.0
1952-05-29,6,2,9,2,5,6,2,0,0,0,1,33,0.24242424242424243,1.0
1952-06-30,5,3,9,2,6,5,3,0,0,0,1,34,0.23529411764705882,1.0
1952-07-31,7,2,8,2,6,5,3,0,0,0,1,34,0.23529411764705882,1.0
1952-08-29,6,2,8,2,6,5,3,0,0,0,1,33,0.24242424242424243,1.0
1952-09-30,4,2,9,3,6,5,3,0,0,1,0,33,0.24242424242424243,1.0
1952-10-31,6,2,7,3,6,6,3,0,0,1,0,34,0.23529411764705882,1.0
1952-11-28,5,2,7,3,6,6,3,0,0,1,0,33,0.24242424242424243,1.0
1952-12-31,4,4,7,3,7,4,3,0,0,1,0,33,0.24242424242424243,1.0
1953-01-30,6,2,7,3,7,4,3,0,0,1,0,33,0.24242424242424243,1.0
1953-02-27,5,2,8,3,7,4,4,0,0,1,0,34,0.23529411764705882,1.0
1953-03-31,4,2,10,3,6,5,3,0,0,1,0,34,0.23529411764705882,1.0
1953-04-30,6,2,8,3,7,5,3,0,0,1,1,36,0.25,1.0
1953-05-29,5,2,8,3,8,5,3,0,0,1,1,36,0.25,1.0
1953-06-30,4,3,9,4,6,6,2,0,0,1,1,36,0.25,1.0
1953-07-31,6,3,7,5,6,6,2,0,0,1,1,37,0.24324324324324326,1.0
1953-08-31,6,2,8,5,6,6,2,0,0,1,1,37,0.24324324324324326,1.0
1953-09-30,4,3,10,4,6,7,2,0,0,1,1,38,0.21052631578947367,1.0
1953-10-30,6,2,9,4,7,7,2,0,0,1,1,39,0.20512820512820512,1.0
1953-11-30,5,2,9,4,8,7,2,1,0,1,1,40,0.2,1.0
1953-12-31,5,3,10,4,6,8,1,1,0,1,1,40,0.2,1.0
1954-01-29,6,3,9,4,6,8,1,1,0,1,1,40,0.2,1.0
1954-02-26,6,2,9,4,6,8,1,2,0,1,1,40,0.2,1.0
1954-03-31,4,3,10,4,6,8,0,2,0,1,1,39,0.20512820512820512,1.0
1954-04-30,6,3,8,4,7,8,0,2,0,1,1,40,0.2,1.0
1954-05-28,5,2,8,5,6,9,0,2,0,1,1,39,0.15384615384615385,1.0
1954-06-30,4,4,9,3,6,9,0,2,0,1,1,39,0.15384615384615385,1.0
1954-07-30,6,3,8,4,6,9,0,2,0,1,1,40,0.15,1.0
1954-08-31,4,2,10,4,6,9,1,2,0,1,1,40,0.15,1.0
1954-09-30,5,2,11,2,7,9,2,1,0,1,1,41,0.14634146341463414,1.0
1954-10-29,5,4,9,2,8,9,2,1,0,1,1,42,0.14285714285714285,1.0
1954-11-30,4,2,11,1,7,9,3,0,0,1,1,39,0.10256410256410256,1.0
1954-12-31,5,3,9,3,6,9,3,1,0,1,1,41,0.0975609756097561,1.0
1955-01-31,6,4,7,3,6,10,3,3,4,5,1,52,0.28846153846153844,1.0
1955-02-28,6,2,8,2,8,10,3,3,4,5,2,53,0.2830188679245283,0.8571428571428571
1955-03-31,5,3,8,3,8,9,3,3,5,4,2,53,0.2830188679245283,0.8333333333333334
1955-04-29,6,2,8,4,8,9,3,3,5,4,2,54,0.2777777777777778,0.8333333333333334
1955-05-31,5,2,8,4,9,9,3,3,5,4,2,54,0.2777777777777778,0.8333333333333334
1955-06-30,5,3,8,2,10,8,4,2,5,4,2,53,0.2830188679245283,0.8333333333333334
1955-07-29,5,2,8,4,10,8,4,2,5,1,2,51,0.23529411764705882,0.6666666666666666
1955-08-31,4,3,8,5,9,8,4,2,4,1,2,50,0.22,0.6666666666666666
1955-09-30,5,2,10,3,9,8,4,2,5,1,2,51,0.23529411764705882,0.6666666666666666
1955-10-31,5,4,9,4,9,8,4,2,5,2,2,54,0.24074074074074073,0.75
1955-11-30,4,3,9,4,11,9,3,2,5,2,2,54,0.24074074074074073,0.75
1955-12-30,5,2,11,3,11,8,4,1,5,2,2,54,0.24074074074074073,0.75
1956-01-31,4,3,11,3,11,8,4,1,5,1,2,53,0.22641509433962265,0.6666666666666666
1956-02-29,7,3,9,2,12,7,4,1,5,2,2,54,0.24074074074074073,0.75
1956-03-29,5,2,9,4,12,6,4,1,6,1,2,52,0.25,0.6666666666666666
1956-04-30,5,2,10,4,12,6,4,1,6,1,2,53,0.24528301886792453,0.6666666666666666
1956-05-31,7,2,8,5,11,6,4,1,5,1,2,52,0.23076923076923078,0.6666666666666666
1956-06-29,5,3,8,4,11,6,4,1,4,1,2,49,0.22448979591836735,0.6666666666666666
1956-07-31,4,2,8,4,12,6,4,1,4,1,2,48,0.22916666666666666,0.6666666666666666
1956-08-31,5,2,8,6,10,6,5,0,4,1,2,49,0.22448979591836735,0.6666666666666666
1956-09-28,5,2,10,4,11,6,5,0,2,1,2,48,0.1875,0.6666666666666666
1956-10-31,5,3,11,4,11,6,4,0,3,1,2,50,0.2,0.6666666666666666
1956-11-30,5,3,12,5,11,7,3,0,5,1,2,54,0.2222222222222222,0.6666666666666666
1956-12-31,5,4,12,4,11,7,3,0,5,1,2,54,0.2222222222222222,0.6666666666666666
1957-01-31,7,4,9,3,11,7,3,0,5,1,2,52,0.23076923076923078,0.6666666666666666
1957-02-28,6,2,10,3,11,8,3,0,5,1,2,51,0.23529411764705882,0.6666666666666666
1957-03-29,5,3,9,4,10,8,3,0,4,1,2,49,0.22448979591836735,0.6666666666666666
1957-04-30,5,2,12,3,10,8,3,0,4,1,2,50,0.22,0.6666666666666666
1957-05-31,6,2,10,4,11,8,3,0,4,1,2,51,0.21568627450980393,0.6666666666666666
1957-06-27,6,3,8,6,9,9,2,1,3,1,2,50,0.22,0.6666666666666666
1957-07-31,4,3,7,6,10,9,2,1,1,1,2,46,0.1956521739130435,0.6666666666666666
1957-08-30,6,2,8,7,9,9,2,1,2,1,2,49,0.20408163265306123,0.6666666666666666
1957-09-30,5,2,9,6,9,9,3,1,6,0,2,52,0.23076923076923078,0.5
1957-10-31,6,2,11,4,9,9,2,1,6,0,2,52,0.23076923076923078,0.5
1957-11-29,5,2,11,4,11,9,2,1,7,1,2,55,0.23636363636363636,0.3333333333333333
1957-12-31,4,3,12,4,9,10,1,1,7,1,2,54,0.24074074074074073,0.3333333333333333
1958-01-31,5,3,11,3,9,10,1,1,7,1,1,52,0.25,0.5
1958-02-28,5,3,9,5,8,10,2,1,7,1,3,54,0.2222222222222222,0.25
1958-03-31,6,2,9,6,7,10,2,2,7,1,3,55,0.21818181818181817,0.25
1958-04-30,4,5,8,6,7,11,2,2,6,1,3,55,0.2,0.25
1958-05-29,7,2,8,6,7,11,2,2,6,1,3,55,0.2,0.25
1958-06-30,6,2,9,5,7,11,3,2,6,1,4,56,0.19642857142857142,0.2
1958-07-31,5,2,9,5,8,11,3,2,6,1,4,56,0.19642857142857142,0.2
1958-08-29,6,2,10,4,6,12,2,2,6,1,4,55,0.16363636363636364,0.2
1958-09-30,4,2,12,4,7,11,2,2,5,1,4,54,0.14814814814814814,0.2
1958-10-31,6,3,10,4,8,11,2,2,6,1,3,56,0.16071428571428573,0.25
1958-11-28,5,2,12,4,9,10,2,2,6,1,3,56,0.16071428571428573,0.25
1958-12-31,4,5,13,5,9,10,2,3,5,1,3,60,0.15,0.25
1959-01-30,7,2,17,4,10,10,2,3,5,1,4,65,0.13846153846153847,0.2
1959-02-27,7,2,20,4,12,10,1,3,4,1,4,68,0.11764705882352941,0.2
1959-03-31,4,4,20,6,12,11,1,3,5,1,4,71,0.1267605633802817,0.2
1959-04-30,7,2,20,5,12,11,1,3,5,1,4,71,0.1267605633802817,0.2
1959-05-29,4,2,22,7,10,11,1,3,5,1,4,70,0.12857142857142856,0.2
1959-06-30,5,2,22,8,11,10,1,4,4,1,5,73,0.1232876712328767,0.16666666666666666
1959-07-31,5,2,22,7,12,11,1,4,3,1,5,73,0.1095890410958904,0.16666666666666666
1959-08-31,6,2,23,7,11,11,2,3,3,1,5,74,0.10810810810810811,0.16666666666666666
1959-09-30,4,5,20,8,11,11,2,3,4,1,5,74,0.12162162162162163,0.16666666666666666
1959-10-30,7,2,22,6,11,12,2,4,3,1,4,74,0.12162162162162163,0.2
1959-11-30,5,3,25,6,11,12,2,4,4,0,5,77,0.11688311688311688,0.2
1959-12-31,6,3,23,6,12,11,2,5,3,0,4,75,0.12,0.25
1960-01-29,6,2,24,6,12,11,2,5,3,0,4,75,0.12,0.25
1960-02-29,5,3,24,6,13,12,1,5,3,1,3,76,0.11842105263157894,0.25
1960-03-31,6,5,20,6,13,12,1,6,2,1,3,75,0.12,0.25
1960-04-29,8,2,22,6,14,12,1,6,2,1,4,78,0.1282051282051282,0.4
1960-05-31,4,3,24,7,14,12,1,6,2,1,4,78,0.1282051282051282,0.4
1960-06-30,6,3,22,6,14,13,2,6,2,1,4,79,0.12658227848101267,0.4
1960-07-29,6,2,23,6,14,13,2,6,3,1,4,80,0.1375,0.4
1960-08-31,5,4,22,6,15,12,2,6,3,1,4,80,0.1375,0.4
1960-09-30,6,4,20,7,14,12,2,6,5,1,6,83,0.1566265060240964,0.2857142857142857
1960-10-31,7,2,23,7,14,12,2,6,5,1,6,85,0.15294117647058825,0.2857142857142857
1960-11-30,4,4,23,7,15,11,3,6,5,2,5,85,0.15294117647058825,0.2857142857142857
1960-12-30,6,3,22,6,15,11,3,6,3,2,5,82,0.13414634146341464,0.2857142857142857
1961-01-31,5,2,24,6,15,11,3,6,3,2,5,82,0.13414634146341464,0.2857142857142857
1961-02-28,5,3,23,9,14,10,3,6,3,2,5,83,0.13253012048192772,0.2857142857142857
1961-03-30,6,4,21,7,14,10,5,7,4,2,5,85,0.15294117647058825,0.2857142857142857
1961-04-28,7,2,23,7,14,10,5,7,4,2,5,86,0.1511627906976744,0.2857142857142857
1961-05-31,4,4,23,9,16,9,5,6,4,2,5,87,0.14942528735632185,0.2857142857142857
1961-06-30,7,2,22,9,15,9,5,6,4,2,5,86,0.1511627906976744,0.2857142857142857
1961-07-31,5,3,23,9,16,10,5,6,4,2,5,88,0.14772727272727273,0.2857142857142857
1961-08-31,7,3,23,7,17,9,4,6,4,2,5,87,0.14942528735632185,0.2857142857142857
1961-09-29,6,3,22,7,17,9,4,6,4,2,5,85,0.15294117647058825,0.2857142857142857
1961-10-31,5,2,25,8,17,9,4,6,4,2,5,87,0.14942528735632185,0.2857142857142857
1961-11-30,5,3,25,7,17,9,3,6,4,2,5,86,0.1511627906976744,0.2857142857142857
1961-12-29,6,5,23,7,16,9,4,5,4,2,5,86,0.1511627906976744,0.2857142857142857
1962-01-31,7,3,24,8,12,6,4,5,4,2,5,80,0.1625,0.2857142857142857
1962-02-28,4,4,23,10,11,6,4,5,4,2,5,78,0.16666666666666666,0.2857142857142857
1962-03-30,6,4,21,9,12,6,4,6,4,2,5,79,0.16455696202531644,0.2857142857142857
1962-04-30,7,3,23,9,11,6,5,6,4,2,5,81,0.16049382716049382,0.2857142857142857
1962-05-31,6,3,23,10,10,6,5,7,4,2,5,81,0.16049382716049382,0.2857142857142857
1962-06-29,6,3,23,9,12,7,5,7,3,2,5,82,0.14634146341463414,0.2857142857142857
1962-07-31,5,2,25,10,12,7,5,7,3,2,5,83,0.14457831325301204,0.2857142857142857
1962-08-31,6,3,25,8,11,7,6,7,3,2,6,84,0.15476190476190477,0.375
1962-09-28,6,4,23,8,11,8,6,9,2,2,6,85,0.15294117647058825,0.375
1962-10-31,6,4,24,9,10,7,7,8,2,2,6,85,0.15294117647058825,0.375
1962-11-30,5,3,26,7,10,8,6,9,2,2,6,84,0.14285714285714285,0.375
1962-12-31,5,5,24,8,10,11,7,9,1,2,6,88,0.13636363636363635,0.375
1963-01-31,8,2,24,7,10,8,7,9,1,2,7,85,0.15294117647058825,0.4444444444444444
1963-02-28,6,3,24,7,10,7,7,9,1,2,7,83,0.1566265060240964,0.4444444444444444
1963-03-29,6,5,21,7,10,8,8,8,1,2,7,83,0.1566265060240964,0.4444444444444444
1963-04-30,7,2,24,8,11,9,8,8,1,2,8,88,0.1590909090909091,0.5
1963-05-31,5,3,24,8,10,9,7,8,1,2,8,85,0.16470588235294117,0.5
1963-06-28,6,4,22,8,10,9,7,9,1,3,7,86,0.16279069767441862,0.5
1963-07-31,6,3,23,9,10,9,7,9,1,3,7,87,0.16091954022988506,0.5
1963-08-30,6,3,23,8,12,8,7,8,1,3,7,86,0.16279069767441862,0.5
1963-09-30,6,4,22,9,12,8,8,9,1,3,7,89,0.15730337078651685,0.5
1963-10-31,7,2,23,9,11,8,8,9,1,3,7,88,0.1590909090909091,0.5
1963-11-29,5,3,25,9,12,8,7,9,1,3,7,89,0.15730337078651685,0.5
1963-12-31,5,4,24,11,12,9,6,9,1,3,7,91,0.15384615384615385,0.5
1964-01-31,7,2,24,10,12,9,6,9,1,3,7,90,0.15555555555555556,0.5
1964-02-28,6,3,24,10,13,9,5,9,1,3,7,90,0.15555555555555556,0.5
1964-03-31,5,5,23,11,12,9,6,8,1,3,7,90,0.15555555555555556,0.5
1964-04-30,8,2,24,10,12,9,6,8,1,3,7,90,0.15555555555555556,0.5
1964-05-28,5,3,26,11,12,9,6,9,1,3,7,92,0.15217391304347827,0.5
1964-06-30,5,4,26,10,12,9,5,9,1,3,7,91,0.15384615384615385,0.5
1964-07-31,8,2,24,11,12,9,5,10,1,3,7,92,0.15217391304347827,0.5
1964-08-31,7,2,25,10,13,8,6,9,1,3,7,91,0.15384615384615385,0.5
1964-09-30,5,5,22,11,13,8,6,9,1,3,7,90,0.15555555555555556,0.5
1964-10-30,8,2,23,9,14,9,5,9,1,3,7,90,0.15555555555555556,0.5
1964-11-30,5,2,27,10,13,8,6,9,0,3,7,90,0.15555555555555556,0.5
1964-12-31,6,3,25,10,13,9,5,9,0,3,7,90,0.15555555555555556,0.5
1965-01-29,7,2,25,10,14,9,6,10,0,3,7,93,0.15053763440860216,0.5
1965-02-26,7,2,25,11,13,10,6,9,1,2,7,93,0.15053763440860216,0.5555555555555556
1965-03-31,5,5,23,12,13,10,5,9,1,2,7,92,0.15217391304347827,0.5555555555555556
1965-04-30,8,2,23,12,12,10,5,9,1,2,7,91,0.15384615384615385,0.5555555555555556
1965-05-28,6,2,25,11,12,9,5,9,1,4,5,89,0.15730337078651685,0.5555555555555556
1965-06-30,5,4,24,13,11,9,6,8,1,4,5,90,0.15555555555555556,0.5555555555555556
1965-07-30,7,2,24,11,12,9,6,8,1,4,5,89,0.15730337078651685,0.5555555555555556
1965-08-31,5,2,27,12,11,9,6,7,1,4,5,89,0.15730337078651685,0.5555555555555556
1965-09-30,6,4,24,11,11,9,7,6,1,4,5,88,0.1590909090909091,0.5555555555555556
1965-10-29,8,2,24,11,12,9,7,6,1,4,5,89,0.15730337078651685,0.5555555555555556
1965-11-30,5,2,27,12,11,8,7,6,2,3,5,88,0.1590909090909091,0.625
1965-12-31,6,4,24,11,12,7,8,5,2,3,5,87,0.16091954022988506,0.625
1966-01-31,8,2,24,12,12,7,8,5,2,3,5,88,0.1590909090909091,0.625
1966-02-28,6,2,26,13,12,7,8,5,2,3,5,89,0.15730337078651685,0.625
1966-03-31,6,4,23,13,12,8,7,5,2,3,5,88,0.1590909090909091,0.625
1966-04-29,8,2,24,12,13,8,7,5,2,3,5,89,0.15730337078651685,0.625
1966-05-31,4,2,29,12,12,8,7,5,2,3,4,88,0.1590909090909091,0.7142857142857143
1966-06-30,6,4,26,12,12,7,7,5,2,3,5,89,0.15730337078651685,0.625
1966-07-29,8,2,26,11,13,7,7,5,2,3,5,89,0.15730337078651685,0.625
1966-08-31,6,3,27,13,10,9,7,4,2,3,5,89,0.15730337078651685,0.625
1966-09-30,6,5,24,12,10,9,7,4,2,3,5,87,0.16091954022988506,0.625
1966-10-31,9,2,26,12,11,8,7,4,2,3,5,89,0.15730337078651685,0.625
