quote_date,0-35 days,36-50 days,50days-6months,6mons-1year,1YR-3yr,3YR-5YR,5YR-7YR,7YR-10YR,10YR-15YR,15YR-20YR,20YR and beyond,Row_Total,%_Callable,%_Call15+
2022-07-29,19,5,45,36,102,70,46,23,3,28,50,427,,
2022-08-31,14,6,47,36,99,72,44,22,3,30,50,423,,
2022-09-30,14,6,46,36,100,72,44,22,3,30,50,423,,
2022-10-31,14,6,48,35,101,72,44,22,3,30,50,425,,
2022-11-30,13,7,49,36,100,73,43,22,3,32,50,428,,
2022-12-30,17,7,47,33,103,71,45,22,3,32,50,430,,
2023-01-31,16,5,49,36,101,73,42,22,3,32,50,429,,
2023-02-28,14,6,50,35,105,70,44,22,4,34,50,434,,
2023-03-31,16,6,48,34,105,70,44,22,4,34,50,433,,
2023-04-28,15,5,48,34,106,71,43,22,4,34,50,432,,
2023-05-31,14,7,48,34,106,71,44,21,5,35,50,435,,
2023-06-30,15,7,46,33,107,71,44,21,5,35,50,434,,
2023-07-31,16,6,47,33,107,71,44,21,5,35,50,435,,
2023-08-31,14,5,48,30,109,71,43,21,5,37,50,433,,
2023-09-29,17,6,47,33,109,71,43,21,5,37,50,439,,
2023-10-31,15,5,48,31,109,71,43,21,5,37,50,435,,
2023-11-30,14,6,47,36,108,71,42,21,5,39,50,439,,
2023-12-29,18,6,45,37,108,71,42,21,5,39,50,442,,
2024-01-31,15,6,46,35,108,71,41,21,5,39,50,437,,
