quote_date,0-35 days,36-50 days,50days-6months,6mons-1year,1YR-3yr,3YR-5YR,5YR-7YR,7YR-10YR,10YR-15YR,15YR-20YR,20YR and beyond
1925-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1926-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010803511141120865,0.9891964888588791
1926-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010803511141120865,0.9891964888588791
1926-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010803511141120865,0.9891964888588791
1926-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010803511141120865,0.9891964888588791
1926-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010803511141120865,0.9891964888588791
1926-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1926-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010832769126607989,0.989167230873392
1927-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963439404197698,0.980365605958023
1927-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963439404197698,0.980365605958023
1927-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963439404197698,0.980365605958023
1927-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963439404197698,0.980365605958023
1927-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963439404197698,0.980365605958023
1927-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1927-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1928-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96614759647935,0.033852403520649964
1929-09-30,0.0,0.0,0.0,0.2713369511593488,0.0,0.0,0.0,0.0,0.0,0.7039960532807104,0.0246669955599408
1929-10-31,0.0,0.0,0.0,0.2713369511593488,0.0,0.0,0.0,0.0,0.0,0.7039960532807104,0.0246669955599408
1929-11-27,0.0,0.0,0.0,0.2714708785784798,0.0,0.0,0.0,0.0,0.0,0.7038499506416585,0.024679170779861797
1929-12-31,0.0,0.0,0.2317741255794353,0.1483354403708386,0.0,0.0,0.0,0.0,0.0,0.5988200589970502,0.02107037505267594
1930-01-31,0.0,0.0,0.2317741255794353,0.1483354403708386,0.0,0.0,0.0,0.0,0.0,0.5988200589970502,0.02107037505267594
1930-02-28,0.0,0.0,0.2317741255794353,0.1483354403708386,0.0,0.0,0.0,0.0,0.0,0.5988200589970502,0.02107037505267594
1930-03-31,0.0,0.0,0.3158263305322129,0.16911764705882354,0.0,0.0,0.0,0.0,0.0,0.49754901960784315,0.01750700280112045
1930-04-30,0.0,0.19257703081232494,0.12324929971988796,0.16911764705882354,0.0,0.0,0.0,0.0,0.0,0.49754901960784315,0.01750700280112045
1930-05-29,0.19257703081232494,0.0,0.12324929971988796,0.16911764705882354,0.0,0.0,0.0,0.0,0.0,0.49754901960784315,0.01750700280112045
1930-06-30,0.0,0.0,0.3053016453382084,0.15685557586837295,0.0,0.0,0.0,0.0,0.0,0.5195612431444241,0.018281535648994516
1930-07-31,0.0,0.1287020109689214,0.17659963436928702,0.15685557586837295,0.0,0.0,0.0,0.0,0.0,0.5195612431444241,0.018281535648994516
1930-08-29,0.0,0.0,0.20268569030633654,0.1800251783466219,0.0,0.0,0.0,0.0,0.0,0.5963071758287872,0.0209819555182543
