quote_date,0-35 days,36-50 days,50days-6months,6mons-1year,1YR-3yr,3YR-5YR,5YR-7YR,7YR-10YR,10YR-15YR,15YR-20YR,20YR and beyond
1940-12-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1941-01-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1941-02-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1941-03-31,0.0,0.07558578987150416,0.03779289493575208,0.0,0.02456538170823885,0.4406651549508692,0.0,0.42139077853363566,0.0,0.0,0.0
1941-04-30,0.15117157974300832,0.0,0.0,0.0,0.0163769211388259,0.29377676996724617,0.0,0.2809271856890905,0.25774754346182915,0.0,0.0
1941-05-31,0.17527352297593,0.0437636761487965,0.0437636761487965,0.0,0.014223194748358862,0.2551422319474836,0.0,0.2439824945295405,0.22385120350109408,0.0,0.0
1941-06-30,0.09419063733784545,0.0,0.0,0.0,0.012408347433728144,0.2192141379958639,0.0,0.20962586952434667,0.19232938522278623,0.2722316224854296,0.0
1941-07-31,0.10152027027027027,0.06773648648648649,0.016891891891891893,0.0,0.01114864864864865,0.19695945945945945,0.0,0.1883445945945946,0.17280405405405405,0.2445945945945946,0.0
1941-08-30,0.13322259136212625,0.03322259136212625,0.03322259136212625,0.0,0.010963455149501661,0.193687707641196,0.0,0.1852159468438538,0.16993355481727573,0.24053156146179402,0.0
1941-09-30,0.06535947712418301,0.049019607843137254,0.09836601307189542,0.0,0.11454248366013071,0.08676470588235294,0.0,0.18218954248366012,0.16715686274509803,0.23660130718954248,0.0
1941-10-31,0.056059080228264516,0.02249076871433367,0.07843795457088508,0.0,0.07843795457088508,0.059415911379657606,0.0,0.12476222446010965,0.1144679422625042,0.1620230502405729,0.30390511357278727
1941-11-29,0.051545333196426735,0.02053598932128555,0.10267994660642776,0.0,0.07197864257110587,0.10617106479104631,0.0,0.11448814046616695,0.1050415853783756,0.1486805626861074,0.2788787349830578
1941-12-31,0.061628899213046366,0.033184791883948045,0.0948136910969944,0.0,0.06646439745899307,0.09803735659429222,0.0,0.10571726557314877,0.14534938845169243,0.1372902247084479,0.2575139850194368
1942-01-31,0.07718034473887317,0.06431695394906098,0.038590172369436584,0.0,0.060114912957722325,0.08867164051110539,0.0,0.18257439327673441,0.13146385387188061,0.12417459909098705,0.23291312923419946
1942-02-28,0.07273562514355715,0.011484572391087971,0.06890743434652784,0.0,0.05367123497435112,0.07916698568256642,0.0,0.1630043641375086,0.2322180537477988,0.11086440548196923,0.20794732409463287
1942-03-31,0.03498950314905528,0.03498950314905528,0.06997900629811056,0.0051317937951947746,0.049374076665889124,0.0803981027913848,0.0,0.16553922712075267,0.2358292512246326,0.11258844568851567,0.2111810901174092
1942-04-30,0.05165645016874441,0.051725325435636064,0.030993870101246643,0.10834079482057993,0.04373579447620359,0.07121702596597562,0.0,0.14663544321234245,0.20889868448240237,0.09973138645912252,0.1870652248777464
1942-05-29,0.055910642258765124,0.00930809804529941,0.1682283586720447,0.004095563139931741,0.03940428172510084,0.06416382252559727,0.0,0.21228668941979523,0.18820974247595407,0.08985417313062365,0.16853862860688798
1942-06-30,0.023224607762180015,0.033701486374896776,0.16587530966143682,0.08536333608587944,0.03277250206440958,0.11106523534269198,0.0,0.17655862923203963,0.15653385631709332,0.07473162675474815,0.14017341040462428
1942-07-31,0.04725085910652921,0.036941580756013746,0.12731140566192112,0.0676648666339388,0.02597774504991,0.08803796432662413,0.0,0.22574046800850925,0.12407952871870398,0.05923744068073965,0.19775814105711012
1942-08-31,0.04580529896985593,0.02284563044056715,0.19789409662827384,0.06367126620291177,0.02413806211274566,0.08180332230965143,0.0,0.20975405785532367,0.11529250769757099,0.05504238415630821,0.18375337362679134
1942-09-30,0.10503950600889715,0.02333842374344333,0.12993825111214394,0.10341278799548503,0.07439745036850143,0.07144279928291614,0.0,0.18318836730628776,0.10069052519753005,0.04807117721266848,0.1604807117721267
1942-10-31,0.039736782647989154,0.0212663804789878,0.13463059195661997,0.04544170808856755,0.12076366922729327,0.12130027112516946,0.0,0.21125169453230908,0.08565860822413014,0.04089471305919566,0.1365228197017623
1942-11-30,0.043824813406562454,0.022532037741163215,0.17389100126742713,0.10263343191099845,0.06311787072243347,0.12096887762287002,0.0,0.21067455287987608,0.08542458808618504,0.040782988311505425,0.13614983805097874
1942-12-31,0.08392180502928005,0.021594040647605926,0.10519290389252497,0.16015759559076817,0.05967964174991388,0.08103685842232174,0.06590165346193592,0.16104030313468826,0.06529882879779539,0.03117464691698243,0.16500172235618327
1943-01-30,0.052349021328152744,0.024482463286749807,0.11104844268972865,0.15550124292369075,0.10409224791627499,0.07862797936119989,0.06394267928390884,0.15625326398028033,0.0633577740176725,0.03024795805393662,0.16009692715840487
1943-02-27,0.05913890144201142,0.02469085082782137,0.15063062322829793,0.16527669364446818,0.05694096380592416,0.07731810525450886,0.06287744957068321,0.15365021979376361,0.06230228832011832,0.029744053243498624,0.15742985086890432
